id,market_id,user_id,event_type,amount,onchain_tx_hash,onchain_liquidity_id,created_at
352,42,182,add,495.66,0x07a8c20dc0df,105966,2025-11-27T03:04:49.214644+00:00
152,26,505,add,377.45,0x0692770267d5,483006,2025-11-27T03:04:48.267990+00:00
103,23,382,remove,205.2,0x0eb7800a36b9,537367,2025-11-27T03:04:48.071908+00:00
336,41,474,add,461.82,0x0819750542ae,368777,2025-11-27T02:04:49.141719+00:00
170,28,522,add,292.2,0x08470007b91d,507268,2025-11-27T01:04:48.378205+00:00
151,26,386,add,220.93,0x0afe8507f5a1,781553,2025-11-27T01:04:48.267990+00:00
335,41,468,add,287.87,0x090c2202bf54,850767,2025-11-26T23:04:49.141719+00:00
351,42,454,remove,204.5,0x07cddf052cca,483157,2025-11-26T20:04:49.214644+00:00
15,15,260,add,54.05,0x01ca4605d366,658361,2025-11-26T20:04:47.624806+00:00
269,36,420,add,437.5,0x07698007283a,595992,2025-11-26T18:04:48.826417+00:00
263,35,177,remove,364.49,0x067717041d2e,643032,2025-11-26T18:04:48.777793+00:00
283,37,203,remove,274.3,0x0c6baa0191b4,443749,2025-11-26T17:04:48.894799+00:00
209,31,396,remove,126.0,0x02902d0abfd2,105378,2025-11-26T16:04:48.540259+00:00
262,35,89,remove,161.7,0x0ee6eb064855,31429,2025-11-26T14:04:48.777793+00:00
150,26,290,add,77.07,0x061c700cfef5,929592,2025-11-26T14:04:48.267990+00:00
14,15,375,add,218.41,0x0bed490223ac,838721,2025-11-26T13:04:47.624806+00:00
350,42,486,add,192.2,0x0be81b046bf9,754675,2025-11-26T12:04:49.214644+00:00
196,30,395,add,90.42,0x09d03303e57d,941108,2025-11-26T12:04:48.483902+00:00
221,32,393,add,160.77,0x01ca990503b9,420322,2025-11-26T10:04:48.591253+00:00
356,43,320,remove,277.72,0x0354ac0c1632,455746,2025-11-26T09:04:49.256286+00:00
291,38,94,add,131.13,0x0cfd56045161,152474,2025-11-26T09:04:48.940483+00:00
169,28,305,add,386.38,0x02340d0a8fff,456069,2025-11-26T09:04:48.378205+00:00
102,23,75,remove,340.3,0x0b86e604fc8c,189797,2025-11-26T09:04:48.071908+00:00
76,21,478,add,196.52,0x057a5a075173,142787,2025-11-26T09:04:47.952240+00:00
42,18,361,remove,465.35,0x08dc060e9783,71597,2025-11-26T09:04:47.810738+00:00
195,30,462,remove,333.51,0x0ad91c0c8ab7,780314,2025-11-26T07:04:48.483902+00:00
13,15,259,remove,192.73,0x07bdf4072aa9,924990,2025-11-26T07:04:47.624806+00:00
268,36,385,add,231.86,0x0a64b10f1ab3,734988,2025-11-26T06:04:48.826417+00:00
149,26,479,add,412.75,0x0ef84e062e29,663451,2025-11-26T06:04:48.267990+00:00
261,35,175,remove,213.09,0x07d03c0b6196,992348,2025-11-26T04:04:48.777793+00:00
260,35,102,add,476.89,0x030a2805ea03,154375,2025-11-26T03:04:48.777793+00:00
334,41,426,remove,419.05,0x0b3390043fdb,586831,2025-11-26T02:04:49.141719+00:00
12,15,264,add,483.02,0x051cf80742be,852299,2025-11-26T01:04:47.624806+00:00
282,37,171,remove,151.94,0x026c3c083ac4,741683,2025-11-26T00:04:48.894799+00:00
208,31,273,add,56.04,0x0c64f30b72e9,761594,2025-11-26T00:04:48.540259+00:00
194,30,125,remove,172.46,0x088858070f06,797640,2025-11-26T00:04:48.483902+00:00
267,36,133,add,118.39,0x0257d5024eb7,865578,2025-11-25T20:04:48.826417+00:00
349,42,549,add,159.58,0x0db7bc09f572,976819,2025-11-25T18:04:49.214644+00:00
220,32,403,remove,139.6,0x01a46103c85f,348129,2025-11-25T17:04:48.591253+00:00
207,31,368,add,272.32,0x03bba00dfb80,993364,2025-11-25T16:04:48.540259+00:00
148,26,120,add,134.38,0x0bb8e50e13b9,541787,2025-11-25T13:04:48.267990+00:00
219,32,453,add,128.36,0x0e0d7e02ddb9,968459,2025-11-25T11:04:48.591253+00:00
11,15,182,remove,110.2,0x0baf8301fe3c,346468,2025-11-25T11:04:47.624806+00:00
281,37,353,remove,465.9,0x05fa33079265,104417,2025-11-25T09:04:48.894799+00:00
266,36,267,add,275.77,0x0474660c10c7,572564,2025-11-25T09:04:48.826417+00:00
259,35,282,remove,268.6,0x0dda3d05aa85,577026,2025-11-25T09:04:48.777793+00:00
193,30,232,remove,123.01,0x0ba7850e821f,677655,2025-11-25T09:04:48.483902+00:00
348,42,314,remove,98.09,0x0670fe05c641,312327,2025-11-25T08:04:49.214644+00:00
333,41,322,remove,152.5,0x0e9e860da244,663409,2025-11-25T04:04:49.141719+00:00
10,15,425,remove,309.41,0x0de25b0b0105,779792,2025-11-24T23:04:47.624806+00:00
332,41,351,remove,52.37,0x0d7c9408291d,976792,2025-11-24T22:04:49.141719+00:00
147,26,449,remove,221.69,0x047a040c8189,313309,2025-11-24T22:04:48.267990+00:00
146,26,400,remove,222.18,0x0cbc7503ffa9,922153,2025-11-24T21:04:48.267990+00:00
206,31,333,add,462.69,0x0d424b0853a7,258582,2025-11-24T16:04:48.540259+00:00
9,15,112,remove,464.6,0x0b351f099b73,142332,2025-11-24T16:04:47.624806+00:00
347,42,342,remove,146.7,0x0957850604bf,41153,2025-11-24T14:04:49.214644+00:00
258,35,533,add,196.39,0x08da2f0c092f,257042,2025-11-24T13:04:48.777793+00:00
218,32,192,add,340.82,0x05a6160b45bb,180434,2025-11-24T13:04:48.591253+00:00
145,26,131,remove,456.21,0x0f0e3702618d,577730,2025-11-24T12:04:48.267990+00:00
346,42,356,add,226.31,0x02393907089f,299016,2025-11-24T09:04:49.214644+00:00
331,41,382,remove,341.25,0x0613830dad07,340745,2025-11-24T09:04:49.141719+00:00
205,31,66,add,291.9,0x05e6640d429c,756403,2025-11-24T09:04:48.540259+00:00
144,26,244,add,204.98,0x0789bf01e6ce,466304,2025-11-24T09:04:48.267990+00:00
8,15,332,add,377.27,0x09b12b0b5785,713573,2025-11-24T09:04:47.624806+00:00
257,35,64,add,381.07,0x095e4907a31b,802566,2025-11-24T05:04:48.777793+00:00
7,15,284,add,421.33,0x06519c0bdfc6,132216,2025-11-24T05:04:47.624806+00:00
6,15,270,remove,297.23,0x0c8f7d094e29,742880,2025-11-24T03:04:47.624806+00:00
256,35,173,remove,327.14,0x03a3ab09558d,434736,2025-11-23T21:04:48.777793+00:00
217,32,358,remove,115.04,0x039f870735da,363986,2025-11-23T15:04:48.591253+00:00
255,35,201,remove,153.95,0x0f25e005748f,8334,2025-11-23T09:04:48.777793+00:00
216,32,539,add,458.39,0x026ff30bf71d,341615,2025-11-23T09:04:48.591253+00:00
143,26,466,remove,459.81,0x0ae6340b18fe,863384,2025-11-23T09:04:48.267990+00:00
5,15,311,add,266.63,0x06f0e60bc5e3,209094,2025-11-23T09:04:47.624806+00:00
