id,user_id,market_id,outcome_type,trade_type,amount_staked,tokens_amount,price_at_execution,onchain_trade_id,onchain_tx_hash,created_at
6793,208,39,YES,sell,21.23,68.05,0.311989,990278,0x06ac1c0786e0,2025-11-29T11:56:55.485951+00:00
9824,361,30,YES,buy,17.77,35.01,0.507551,162037,0x070a440a6554,2025-11-29T11:56:52.994549+00:00
12040,479,30,YES,sell,10.36,18.22,0.568507,350050,0x0d6a590984de,2025-11-29T11:56:00.229414+00:00
7791,259,40,NO,buy,41.89,61.53,0.680773,272151,0x0792480a94f4,2025-11-29T11:54:24.266883+00:00
12109,483,40,YES,sell,24.15,49.03,0.492605,320950,0x0e22c3047e2c,2025-11-29T11:53:26.510667+00:00
12891,523,32,YES,sell,31.21,92.37,0.33788,517792,0x0b355005602f,2025-11-29T11:53:13.367831+00:00
7790,259,40,YES,buy,31.22,46.48,0.67163,398499,0x058fc3060130,2025-11-29T11:52:42.266883+00:00
9226,328,43,YES,buy,8.88,13.01,0.682404,470780,0x062cf8086894,2025-11-29T11:51:56.646004+00:00
9049,320,37,YES,sell,30.12,51.22,0.588105,541612,0x0d7162089f9c,2025-11-29T11:50:30.996666+00:00
9225,328,39,YES,buy,5.76,9.92,0.580662,439325,0x0a9ec6066199,2025-11-29T11:50:16.646004+00:00
7789,259,44,YES,sell,10.88,27.7,0.392731,254604,0x0c79f80df26a,2025-11-29T11:49:00.266883+00:00
6427,188,37,YES,sell,18.65,34.04,0.54795,382914,0x072a3702ce8e,2025-11-29T11:48:10.104362+00:00
9048,320,43,YES,sell,17.82,40.87,0.435975,925415,0x0df4fc0d508f,2025-11-29T11:48:01.996666+00:00
13537,554,32,NO,buy,26.91,68.51,0.392782,133159,0x06c2e307874f,2025-11-29T11:47:47.649077+00:00
10477,396,34,NO,sell,9.23,19.27,0.478891,229344,0x07f8d00490dd,2025-11-29T11:47:28.487751+00:00
11947,475,37,NO,buy,20.0,50.89,0.393011,918847,0x0ce09e05fb19,2025-11-29T11:47:03.904029+00:00
9690,353,41,NO,sell,22.01,52.24,0.421285,524915,0x022ae40e83ad,2025-11-29T11:46:44.473959+00:00
13338,544,34,NO,buy,24.09,56.0,0.430163,936222,0x06a50709b94b,2025-11-29T11:46:37.943036+00:00
10189,381,27,NO,sell,42.58,107.67,0.395468,535475,0x08a4360b7920,2025-11-29T11:46:22.415048+00:00
7020,218,32,NO,buy,45.85,86.94,0.527354,572682,0x0ec32d0df459,2025-11-29T11:46:19.346890+00:00
9549,346,31,YES,sell,30.52,51.26,0.595392,118550,0x02f3e409a3e1,2025-11-29T11:45:13.891893+00:00
4551,87,20,YES,sell,39.2,88.84,0.441251,615549,0x07d92108035a,2025-11-29T11:43:19.122574+00:00
13293,542,38,NO,buy,20.1,46.84,0.429142,997315,0x052fb60993e2,2025-11-29T11:43:12.774606+00:00
4550,87,21,YES,buy,31.14,54.67,0.56961,687837,0x07481e055a9e,2025-11-29T11:43:08.122574+00:00
9224,328,22,NO,sell,40.71,75.88,0.536524,194334,0x02226c0bae9d,2025-11-29T11:42:54.646004+00:00
4903,105,28,NO,buy,5.36,11.99,0.447168,15800,0x0a9a0d03674a,2025-11-29T11:42:31.479651+00:00
11397,446,34,YES,buy,24.34,73.45,0.331404,578053,0x09c6ff0b41fb,2025-11-29T11:42:09.935996+00:00
4712,94,30,NO,buy,17.69,28.28,0.625566,823412,0x0afb3d086c9b,2025-11-29T11:41:40.753751+00:00
9715,354,24,NO,sell,7.81,14.46,0.539959,536820,0x0cb183094c60,2025-11-29T11:41:00.565450+00:00
12932,525,29,YES,sell,17.79,28.91,0.615354,753274,0x08b2d30e5e86,2025-11-29T11:40:55.524019+00:00
10993,424,19,YES,sell,37.41,72.72,0.514433,294223,0x0b5dcd0678dd,2025-11-29T11:40:23.416707+00:00
4284,74,19,YES,buy,22.3,47.6,0.468441,81657,0x0946090e0c6d,2025-11-29T11:39:20.164634+00:00
4925,107,17,YES,buy,8.98,14.68,0.611797,790114,0x0615b80be16c,2025-11-29T11:38:43.570755+00:00
12397,497,40,NO,buy,35.69,71.87,0.496623,830768,0x0dcc3205f589,2025-11-29T11:38:27.588206+00:00
11193,435,42,YES,buy,16.05,28.27,0.567798,48921,0x089fb70d7b0a,2025-11-29T11:37:31.183084+00:00
10836,413,16,YES,sell,24.92,70.13,0.355331,394289,0x01c0890c5cfd,2025-11-29T11:36:51.841463+00:00
12890,523,20,NO,sell,40.3,106.6,0.378047,509578,0x0267d70af346,2025-11-29T11:36:15.367831+00:00
10835,413,32,YES,buy,2.49,4.69,0.531299,232693,0x05c341063e89,2025-11-29T11:35:40.841463+00:00
4305,75,33,YES,sell,18.25,37.77,0.483144,707309,0x04494c0e8bb2,2025-11-29T11:35:10.236635+00:00
6792,208,15,YES,sell,40.44,71.46,0.565892,214336,0x029ed807558c,2025-11-29T11:34:39.485951+00:00
8428,290,16,YES,buy,9.77,19.71,0.495693,844258,0x023e9e0940bd,2025-11-29T11:33:12.580940+00:00
11192,435,31,NO,sell,26.12,45.46,0.574565,572769,0x08e24802f5c7,2025-11-29T11:32:07.183084+00:00
9548,346,19,NO,sell,21.82,51.16,0.426502,88194,0x084759027e82,2025-11-29T11:31:55.891893+00:00
4711,94,17,NO,sell,20.64,44.35,0.465377,575566,0x0b75ba056cc8,2025-11-29T11:30:39.753751+00:00
9870,363,18,YES,buy,4.22,8.27,0.510244,293839,0x0d79d1091615,2025-11-29T11:29:58.174625+00:00
7225,227,36,NO,sell,7.19,17.05,0.421712,313896,0x09891207ebe8,2025-11-29T11:29:38.119583+00:00
9914,367,23,YES,buy,22.83,41.86,0.545426,890007,0x04e80e0d9bb0,2025-11-29T11:29:07.333060+00:00
6426,188,44,YES,buy,17.21,53.58,0.321229,973042,0x0e963508a29d,2025-11-29T11:29:07.104362+00:00
10188,381,24,NO,buy,11.98,37.38,0.320509,370466,0x045681070535,2025-11-29T11:28:23.415048+00:00
7019,218,44,NO,sell,21.98,32.47,0.676964,990097,0x0329aa0b7bea,2025-11-29T11:28:20.346890+00:00
11014,425,43,YES,buy,16.95,46.96,0.360962,805235,0x0ca0dd0e2d7f,2025-11-29T11:28:18.506721+00:00
8427,290,34,YES,buy,35.73,59.24,0.603162,856340,0x0610910e9dd0,2025-11-29T11:28:17.580940+00:00
10992,424,19,NO,sell,16.62,24.53,0.677542,223431,0x06f20404731e,2025-11-29T11:27:50.416707+00:00
6295,181,20,YES,sell,30.92,61.75,0.500734,313086,0x0e73810af5d0,2025-11-29T11:27:34.634534+00:00
10476,396,17,YES,buy,18.04,28.12,0.641619,825454,0x0c94ef087a2e,2025-11-29T11:27:31.487751+00:00
13064,532,42,NO,sell,42.22,85.64,0.492991,823948,0x05e315042788,2025-11-29T11:27:25.992530+00:00
12108,483,17,YES,sell,38.08,99.19,0.383908,395523,0x061179092b73,2025-11-29T11:27:21.510667+00:00
8293,283,16,YES,buy,3.21,4.98,0.64423,869953,0x0bd83c0afe32,2025-11-29T11:27:08.089637+00:00
6791,208,35,NO,sell,17.16,48.12,0.356609,325058,0x0ab2fd0e6750,2025-11-29T11:24:15.485951+00:00
13292,542,27,NO,sell,12.82,29.3,0.437595,956051,0x061cd4074698,2025-11-29T11:23:29.774606+00:00
4549,87,41,YES,sell,22.51,59.13,0.380683,544323,0x0c09390e6370,2025-11-29T11:23:27.122574+00:00
10412,393,35,YES,sell,41.21,67.15,0.613723,910690,0x05ec0403c689,2025-11-29T11:20:47.246771+00:00
13291,542,30,NO,sell,39.0,107.42,0.363065,464573,0x081b030daa7b,2025-11-29T11:19:01.774606+00:00
13491,552,19,YES,buy,34.95,57.88,0.603868,972639,0x07f25203f0da,2025-11-29T11:18:13.492040+00:00
11013,425,30,YES,buy,46.41,109.62,0.423353,485095,0x05ca6c05234d,2025-11-29T11:17:46.506721+00:00
9869,363,30,NO,sell,47.97,106.52,0.45032,275120,0x0cfb3d0e1e99,2025-11-29T11:17:45.174625+00:00
11994,477,27,NO,buy,35.1,98.86,0.355055,831586,0x07e80903ee88,2025-11-29T11:15:04.074147+00:00
7137,223,26,YES,sell,26.51,48.71,0.54421,201498,0x01ce8f090630,2025-11-29T11:12:19.786787+00:00
12107,483,43,NO,sell,48.62,159.89,0.304088,754223,0x073ca10dee96,2025-11-29T11:12:19.510667+00:00
4924,107,38,YES,sell,5.53,13.75,0.402066,908558,0x055dfe0ddc23,2025-11-29T11:11:20.570755+00:00
10411,393,44,YES,buy,39.42,61.23,0.643774,592960,0x0db525049caf,2025-11-29T11:11:06.246771+00:00
11946,475,20,NO,sell,9.88,17.82,0.554386,914989,0x0ae47803c1f5,2025-11-29T11:10:32.904029+00:00
9714,354,31,NO,sell,13.4,43.87,0.305421,464699,0x035d6006d6b6,2025-11-29T11:10:11.565450+00:00
10565,400,28,NO,buy,48.53,100.42,0.483251,681321,0x0d5313084112,2025-11-29T11:08:24.826167+00:00
4304,75,18,NO,sell,26.86,48.34,0.555643,642003,0x0b13d107be7d,2025-11-29T11:08:13.236635+00:00
10050,374,43,NO,buy,17.8,30.37,0.586033,132461,0x0e9f2d0866fd,2025-11-29T11:08:09.904247+00:00
10945,421,33,YES,buy,25.14,42.72,0.588525,699202,0x092da4018ae3,2025-11-29T11:07:26.244640+00:00
4923,107,38,YES,buy,43.3,69.77,0.620623,837917,0x060d9a06b255,2025-11-29T11:07:23.570755+00:00
10475,396,31,NO,buy,18.23,32.05,0.568742,818654,0x0880a00be4b1,2025-11-29T11:06:29.487751+00:00
7136,223,23,NO,buy,32.88,52.73,0.623497,245599,0x023c0e0e5949,2025-11-29T11:06:01.786787+00:00
4283,74,43,YES,buy,34.58,94.02,0.367801,282444,0x05d41d06580f,2025-11-29T11:05:31.164634+00:00
13063,532,19,YES,sell,16.81,36.57,0.459611,421756,0x02e45a03a4a9,2025-11-29T11:05:28.992530+00:00
8426,290,19,NO,buy,41.29,78.18,0.528151,117873,0x091e5405c1d6,2025-11-29T11:05:13.580940+00:00
8292,283,34,NO,sell,31.33,62.49,0.501346,784188,0x07d8d6040cbd,2025-11-29T11:04:54.089637+00:00
7788,259,18,YES,sell,9.45,16.75,0.564276,566852,0x020bab080926,2025-11-29T11:04:15.266883+00:00
10944,421,26,NO,sell,5.73,8.77,0.653703,187578,0x08ef83037e57,2025-11-29T11:02:47.244640+00:00
8291,283,29,YES,buy,48.86,119.35,0.409376,372993,0x0e920b05c010,2025-11-29T11:01:47.089637+00:00
7224,227,40,YES,buy,12.92,23.97,0.539082,902689,0x06e4fa0ed826,2025-11-29T11:01:22.119583+00:00
6425,188,40,YES,sell,46.14,74.53,0.619117,313386,0x0b9da70f1f72,2025-11-29T11:01:15.104362+00:00
10187,381,28,NO,sell,49.3,98.52,0.500386,690797,0x09ed9c0435f3,2025-11-29T11:00:52.415048+00:00
12889,523,17,YES,buy,45.36,94.06,0.482248,63883,0x0dc47506d475,2025-11-29T11:00:30.367831+00:00
11191,435,27,NO,buy,8.0,23.67,0.338032,189820,0x0a80660adaa0,2025-11-29T11:00:20.183084+00:00
4902,105,44,YES,sell,10.72,18.47,0.580504,421515,0x0439d9025289,2025-11-29T11:00:10.479651+00:00
12931,525,18,NO,sell,7.89,25.76,0.306286,891762,0x01f5b8088166,2025-11-29T11:00:07.524019+00:00
13536,554,22,YES,buy,38.77,102.27,0.379105,436499,0x06afdc093847,2025-11-29T10:59:33.649077+00:00
12396,497,15,NO,sell,43.07,74.16,0.580788,996459,0x06179403e51f,2025-11-29T10:59:10.588206+00:00
9047,320,23,NO,sell,24.53,39.34,0.623515,81556,0x08130807d8e7,2025-11-29T10:58:35.996666+00:00
12039,479,44,YES,buy,30.34,85.01,0.356896,835677,0x0e5c8308e544,2025-11-29T10:58:00.229414+00:00
9823,361,30,NO,buy,41.93,101.94,0.411322,932739,0x018ea50812d2,2025-11-29T10:57:38.994549+00:00
10834,413,43,NO,buy,6.92,11.14,0.620992,688380,0x028e38022435,2025-11-29T10:54:18.841463+00:00
9223,328,25,YES,buy,35.05,53.33,0.657274,995964,0x06f397078d67,2025-11-29T10:54:16.646004+00:00
9689,353,15,YES,sell,1.79,5.92,0.302307,258067,0x0dfa2e067dc1,2025-11-29T10:53:41.473959+00:00
10564,400,32,NO,sell,17.15,38.45,0.445978,431744,0x0264b40dee2b,2025-11-29T10:53:24.826167+00:00
7223,227,33,YES,buy,12.16,32.89,0.369724,398234,0x046e3109cc5a,2025-11-29T10:53:14.119583+00:00
11396,446,36,YES,sell,6.82,19.8,0.34448,350817,0x05cf620e1a39,2025-11-29T10:53:08.935996+00:00
9222,328,35,YES,buy,14.12,37.45,0.377036,881125,0x060c3c0cec9b,2025-11-29T10:52:23.646004+00:00
9913,367,18,NO,buy,48.9,101.95,0.479652,809828,0x021ac907244d,2025-11-29T10:51:27.333060+00:00
13490,552,30,YES,buy,7.99,17.83,0.448014,261506,0x0547ff094310,2025-11-29T10:50:59.492040+00:00
9822,361,24,NO,buy,22.02,39.64,0.555475,101681,0x0d160b07bee6,2025-11-29T10:50:27.994549+00:00
9547,346,38,NO,sell,9.35,20.22,0.462515,610182,0x0609eb0a59f7,2025-11-29T10:50:27.891893+00:00
7018,218,25,YES,buy,26.41,67.13,0.393413,33485,0x0ed511053d6b,2025-11-29T10:49:15.346890+00:00
9912,367,32,YES,sell,15.66,47.79,0.327706,712948,0x07720c05c7c3,2025-11-29T10:49:08.333060+00:00
11395,446,22,YES,buy,19.24,30.01,0.641216,65870,0x084eb208b4ff,2025-11-29T10:48:40.935996+00:00
13337,544,17,YES,sell,27.88,46.24,0.602982,480088,0x04464b08bfd8,2025-11-29T10:48:27.943036+00:00
7017,218,41,NO,sell,8.83,14.37,0.614362,312271,0x0caebe03b15b,2025-11-29T10:48:19.346890+00:00
13535,554,23,NO,sell,20.06,64.38,0.311592,608465,0x0747fe097481,2025-11-29T10:48:02.649077+00:00
10563,400,36,YES,sell,8.6,14.46,0.594727,745302,0x036cbd0ada64,2025-11-29T10:47:17.826167+00:00
6790,208,29,YES,buy,26.65,79.77,0.334065,634475,0x03015e0c1ecd,2025-11-29T10:46:11.485951+00:00
4710,94,33,YES,buy,20.88,35.65,0.585709,584165,0x033cd206bd63,2025-11-29T10:46:09.753751+00:00
10049,374,34,YES,buy,44.74,78.24,0.571859,223319,0x0ec37806de77,2025-11-29T10:44:48.904247+00:00
4901,105,41,YES,buy,47.46,70.92,0.669245,658066,0x0be12c0b5163,2025-11-29T10:44:24.479651+00:00
10410,393,36,NO,sell,44.99,89.42,0.503104,694839,0x0366250202f8,2025-11-29T10:43:23.246771+00:00
12106,483,27,NO,buy,2.31,3.93,0.587665,321420,0x088b780416d0,2025-11-29T10:40:33.510667+00:00
9713,354,26,NO,sell,22.3,71.29,0.31281,15715,0x0677e90eb978,2025-11-29T10:39:57.565450+00:00
7787,259,40,NO,buy,33.83,101.24,0.33416,250941,0x0887df0dacac,2025-11-29T10:39:41.266883+00:00
6424,188,37,NO,sell,46.62,92.99,0.501352,186468,0x0a47cd066255,2025-11-29T10:39:23.104362+00:00
12395,497,16,YES,sell,13.59,36.45,0.372804,948013,0x073e1d0d7a81,2025-11-29T10:38:44.588206+00:00
10562,400,44,NO,buy,48.83,144.72,0.337401,957895,0x02e5b804ebc8,2025-11-29T10:37:56.826167+00:00
7222,227,18,YES,buy,6.58,17.18,0.383094,220231,0x0a12a5066f0f,2025-11-29T10:37:49.119583+00:00
9868,363,16,NO,buy,26.11,62.34,0.418816,809597,0x05607e0245bb,2025-11-29T10:37:14.174625+00:00
9712,354,21,YES,sell,48.83,134.29,0.36362,847410,0x0524730d159f,2025-11-29T10:37:08.565450+00:00
4303,75,39,YES,buy,40.18,78.06,0.514756,207647,0x0760e906bddb,2025-11-29T10:36:49.236635+00:00
9911,367,25,YES,buy,10.22,17.11,0.597201,196533,0x08ba4308441c,2025-11-29T10:36:14.333060+00:00
7221,227,42,YES,buy,33.58,105.31,0.318877,687833,0x07920303c366,2025-11-29T10:35:47.119583+00:00
13062,532,38,YES,sell,20.06,30.53,0.656978,741333,0x07a0c305dc54,2025-11-29T10:35:45.992530+00:00
6294,181,39,NO,buy,16.44,28.99,0.567084,333048,0x0cd97b02940e,2025-11-29T10:33:51.634534+00:00
9688,353,41,YES,buy,6.08,11.52,0.527999,153227,0x0197480dd277,2025-11-29T10:31:23.473959+00:00
8290,283,28,NO,buy,28.1,58.91,0.477001,777103,0x0e4eb4065f7a,2025-11-29T10:30:57.089637+00:00
4548,87,38,NO,sell,31.08,61.13,0.508402,61254,0x0ce95c0b15df,2025-11-29T10:30:29.122574+00:00
9546,346,28,NO,sell,13.34,27.52,0.484785,222308,0x09fb0b0e3263,2025-11-29T10:30:06.891893+00:00
13534,554,34,NO,buy,43.58,102.61,0.424725,628926,0x03387d0e7c5c,2025-11-29T10:30:01.649077+00:00
6789,208,44,NO,buy,13.2,37.99,0.347496,876595,0x03130a0d1815,2025-11-29T10:29:21.485951+00:00
13290,542,23,NO,buy,35.79,95.43,0.375029,209913,0x0f19fe06a1db,2025-11-29T10:29:09.774606+00:00
10833,413,39,YES,sell,10.9,20.18,0.540057,24781,0x0bba2f075ac1,2025-11-29T10:28:57.841463+00:00
10991,424,26,NO,sell,46.47,119.89,0.387617,165391,0x0ae4830c1cec,2025-11-29T10:28:38.416707+00:00
12930,525,39,NO,sell,29.06,49.68,0.584903,713291,0x0967740688d2,2025-11-29T10:28:23.524019+00:00
4547,87,19,NO,sell,5.32,13.13,0.405237,639613,0x07759002ce77,2025-11-29T10:27:45.122574+00:00
10943,421,25,NO,sell,8.98,14.77,0.608062,464156,0x0f169a04f3e7,2025-11-29T10:27:42.244640+00:00
6788,208,41,YES,sell,24.52,60.81,0.403205,54123,0x0571ea022d0c,2025-11-29T10:27:37.485951+00:00
4282,74,25,NO,buy,15.3,33.62,0.45512,945909,0x02e18d0d1f95,2025-11-29T10:27:10.164634+00:00
7016,218,25,YES,sell,7.49,13.96,0.536575,676731,0x0a2b10087b7a,2025-11-29T10:25:49.346890+00:00
6423,188,42,NO,sell,2.91,6.17,0.471707,575571,0x04a0400af03e,2025-11-29T10:24:16.104362+00:00
13533,554,43,YES,sell,10.44,19.96,0.523127,303510,0x0c15cf0e5583,2025-11-29T10:24:01.649077+00:00
7135,223,43,NO,buy,7.88,11.37,0.693036,753067,0x018b16043927,2025-11-29T10:23:44.786787+00:00
10990,424,30,NO,buy,3.68,7.98,0.461017,718309,0x0dd9be0b690b,2025-11-29T10:22:57.416707+00:00
12105,483,24,YES,sell,16.44,45.42,0.361989,58466,0x02a6b607d918,2025-11-29T10:22:53.510667+00:00
10409,393,30,YES,sell,25.53,64.78,0.394109,873834,0x0ba6300f2745,2025-11-29T10:22:43.246771+00:00
11012,425,35,NO,sell,21.98,44.5,0.49388,867207,0x0ab7ba04ee17,2025-11-29T10:22:42.506721+00:00
7134,223,15,NO,sell,32.37,47.51,0.681336,710708,0x0ab1c9058b99,2025-11-29T10:22:17.786787+00:00
11993,477,38,YES,buy,38.63,88.47,0.436653,767875,0x051b80089ac8,2025-11-29T10:21:16.074147+00:00
12038,479,34,YES,sell,35.8,54.26,0.659754,330373,0x08ff9509c307,2025-11-29T10:21:03.229414+00:00
10989,424,22,NO,buy,6.73,14.2,0.473935,799672,0x02a6df040146,2025-11-29T10:20:14.416707+00:00
9711,354,25,NO,buy,14.23,26.47,0.53768,265273,0x05ef400d166c,2025-11-29T10:20:10.565450+00:00
7220,227,38,YES,buy,7.65,21.57,0.354652,336036,0x021fa40207ad,2025-11-29T10:19:47.119583+00:00
4900,105,33,NO,sell,10.73,23.04,0.465799,919961,0x046fa407d260,2025-11-29T10:18:29.479651+00:00
4302,75,43,YES,sell,30.02,65.9,0.455534,216780,0x0ccd3804f66e,2025-11-29T10:17:39.236635+00:00
4922,107,29,NO,buy,17.14,53.98,0.317539,341698,0x0b7bd408c687,2025-11-29T10:17:17.570755+00:00
10561,400,25,NO,sell,42.35,76.09,0.556563,781005,0x08060707d904,2025-11-29T10:16:58.826167+00:00
13061,532,18,YES,buy,19.83,60.4,0.328333,299742,0x0a13e80762de,2025-11-29T10:16:46.992530+00:00
10474,396,16,NO,sell,20.58,30.53,0.674013,613060,0x09182a0b53bb,2025-11-29T10:16:05.487751+00:00
12104,483,30,NO,buy,15.69,37.46,0.418824,280286,0x06487103e14d,2025-11-29T10:15:19.510667+00:00
9687,353,36,YES,buy,10.73,26.01,0.412476,221401,0x0e7e3a0eb88f,2025-11-29T10:14:48.473959+00:00
11945,475,42,YES,buy,17.97,32.6,0.55131,742943,0x0c4dbf02226d,2025-11-29T10:13:26.904029+00:00
9910,367,18,NO,buy,39.43,129.24,0.305102,179047,0x044d1e07557e,2025-11-29T10:13:10.333060+00:00
10186,381,19,NO,sell,28.31,41.86,0.676291,26658,0x0a2cf207498d,2025-11-29T10:11:14.415048+00:00
10048,374,20,NO,sell,15.83,49.36,0.32072,791284,0x0b28630eadef,2025-11-29T10:09:37.904247+00:00
8425,290,28,NO,sell,43.32,72.41,0.598227,893091,0x057cf505053c,2025-11-29T10:06:33.580940+00:00
4709,94,30,YES,sell,24.45,38.3,0.638307,366549,0x060ac00dd01d,2025-11-29T10:04:44.753751+00:00
11190,435,18,YES,buy,17.49,44.72,0.391122,520232,0x02d4c707e960,2025-11-29T10:04:24.183084+00:00
8289,283,39,YES,sell,7.41,10.94,0.677354,348870,0x02017b0c12a1,2025-11-29T10:04:14.089637+00:00
12888,523,15,NO,buy,9.11,24.98,0.36464,63492,0x0f2fad0705ea,2025-11-29T10:03:03.367831+00:00
9046,320,19,NO,sell,29.44,70.33,0.418601,781854,0x0c42a40f2a4a,2025-11-29T10:02:50.996666+00:00
9867,363,28,YES,buy,39.01,118.55,0.329063,718172,0x0aec5e02bd9b,2025-11-29T10:02:39.174625+00:00
4708,94,27,YES,sell,39.65,60.72,0.652962,32734,0x08c745095373,2025-11-29T10:00:07.753751+00:00
11394,446,23,YES,sell,9.03,15.96,0.565892,934660,0x026f4d02dc1c,2025-11-29T09:59:49.935996+00:00
10942,421,34,NO,sell,9.41,27.94,0.336762,55017,0x0723e909460e,2025-11-29T09:58:35.244640+00:00
9686,353,35,YES,sell,31.25,58.79,0.531575,240353,0x0819780e05d4,2025-11-29T09:58:16.473959+00:00
13489,552,18,NO,sell,24.69,45.69,0.540411,877296,0x01e1e50e438f,2025-11-29T09:58:14.492040+00:00
11011,425,42,NO,buy,49.24,90.01,0.54703,894985,0x0ee07009b502,2025-11-29T09:57:55.506721+00:00
12103,483,25,YES,buy,16.68,36.52,0.456771,464936,0x02dc1b0b1e6a,2025-11-29T09:56:43.510667+00:00
6422,188,29,NO,buy,17.53,26.27,0.667358,64413,0x0841b70a0142,2025-11-29T09:56:25.104362+00:00
13532,554,44,YES,sell,48.76,157.92,0.308763,343707,0x0e6e3a0d27e4,2025-11-29T09:55:58.649077+00:00
10988,424,30,NO,buy,42.96,74.49,0.576752,265392,0x06a1ff03421a,2025-11-29T09:55:37.416707+00:00
11944,475,23,YES,sell,19.23,34.46,0.558027,758603,0x0cc74e09cb71,2025-11-29T09:55:27.904029+00:00
6293,181,35,NO,buy,27.65,40.87,0.676591,750629,0x029ced0ea796,2025-11-29T09:55:16.634534+00:00
9221,328,15,YES,sell,26.23,42.13,0.622571,346715,0x0b411801b771,2025-11-29T09:54:01.646004+00:00
11010,425,22,NO,buy,21.44,38.89,0.55135,877959,0x078b5408733b,2025-11-29T09:53:59.506721+00:00
9821,361,31,NO,buy,32.38,51.34,0.630746,936895,0x09e35702b00e,2025-11-29T09:53:27.994549+00:00
9909,367,28,NO,sell,3.02,4.76,0.634416,462048,0x083827019f53,2025-11-29T09:52:50.333060+00:00
10941,421,33,NO,buy,31.49,67.3,0.467898,335481,0x0bd3ee0ba7f9,2025-11-29T09:52:08.244640+00:00
7015,218,38,YES,buy,15.73,51.29,0.306673,603838,0x09ca8f0e82a4,2025-11-29T09:51:49.346890+00:00
13336,544,23,NO,sell,37.26,72.29,0.515435,408717,0x0790d6064508,2025-11-29T09:51:06.943036+00:00
6787,208,36,NO,buy,20.02,38.75,0.516711,315784,0x0d413806ea50,2025-11-29T09:50:22.485951+00:00
10832,413,17,YES,sell,27.72,42.64,0.650122,41949,0x08018c06ee92,2025-11-29T09:49:25.841463+00:00
7786,259,33,NO,buy,19.44,38.97,0.498801,923056,0x0af43b047736,2025-11-29T09:48:38.266883+00:00
11992,477,29,NO,sell,29.9,47.88,0.624535,511175,0x064d2d05c575,2025-11-29T09:48:24.074147+00:00
11393,446,18,NO,buy,31.93,52.2,0.611741,478263,0x0de24807cb6c,2025-11-29T09:47:28.935996+00:00
10185,381,32,YES,sell,19.53,28.59,0.68302,375582,0x0748db0d2b27,2025-11-29T09:47:23.415048+00:00
7133,223,29,YES,sell,37.92,84.07,0.451056,314686,0x0c9632096671,2025-11-29T09:47:21.786787+00:00
10473,396,36,YES,buy,44.69,65.12,0.686312,134049,0x01e7080c186a,2025-11-29T09:46:45.487751+00:00
13289,542,42,YES,buy,25.68,38.95,0.659231,446030,0x066659093a2b,2025-11-29T09:44:22.774606+00:00
4921,107,44,YES,sell,8.53,25.66,0.332425,692577,0x0ed12b0cd964,2025-11-29T09:44:22.570755+00:00
7132,223,21,NO,sell,30.86,60.43,0.510651,959789,0x064e9b069c39,2025-11-29T09:44:18.786787+00:00
12037,479,16,NO,buy,33.19,85.23,0.389429,445493,0x08480305969f,2025-11-29T09:44:00.229414+00:00
12394,497,20,YES,buy,3.31,8.76,0.377968,72055,0x0e10c7068499,2025-11-29T09:43:36.588206+00:00
13060,532,34,NO,sell,17.59,26.19,0.671527,170174,0x0864ec0eddb0,2025-11-29T09:43:28.992530+00:00
12929,525,44,NO,buy,20.82,32.41,0.642465,692374,0x024b4409441f,2025-11-29T09:41:50.524019+00:00
9545,346,23,YES,buy,1.66,2.53,0.655784,308116,0x021fdb01e2c7,2025-11-29T09:41:15.891893+00:00
12887,523,31,NO,buy,5.08,8.8,0.577494,989325,0x0eeb600f2956,2025-11-29T09:40:51.367831+00:00
12886,523,16,YES,buy,30.78,52.21,0.589501,529952,0x0364d306abba,2025-11-29T09:38:46.367831+00:00
7131,223,34,NO,sell,7.61,18.6,0.409094,282779,0x03f8b90a68e1,2025-11-29T09:36:40.786787+00:00
4301,75,22,NO,buy,10.13,18.0,0.562923,774207,0x07daee01fe32,2025-11-29T09:35:34.236635+00:00
4707,94,24,NO,sell,12.35,31.71,0.389518,958204,0x0b659e05a79b,2025-11-29T09:35:09.753751+00:00
12885,523,29,NO,sell,9.75,15.11,0.64544,739066,0x0d21ec07181a,2025-11-29T09:35:07.367831+00:00
7785,259,43,NO,sell,22.51,50.04,0.449834,687035,0x022e120da2c2,2025-11-29T09:34:28.266883+00:00
9710,354,21,YES,sell,41.11,59.65,0.689229,502240,0x036fdb0efa42,2025-11-29T09:34:22.565450+00:00
12928,525,32,YES,buy,5.01,15.97,0.313771,943404,0x0d01680e2547,2025-11-29T09:34:20.524019+00:00
8288,283,33,NO,sell,45.79,74.2,0.61711,566771,0x0c8b6605444e,2025-11-29T09:34:00.089637+00:00
4281,74,29,NO,buy,2.29,5.19,0.441566,628094,0x0303d00b13a0,2025-11-29T09:33:27.164634+00:00
10940,421,22,YES,buy,8.04,13.98,0.574971,980145,0x0c1ff80d26a5,2025-11-29T09:33:14.244640+00:00
12884,523,38,NO,sell,47.27,69.52,0.6799,82194,0x030c4f027d20,2025-11-29T09:32:48.367831+00:00
7014,218,19,YES,sell,37.32,66.11,0.564534,914011,0x0f2c210210e3,2025-11-29T09:32:15.346890+00:00
6421,188,22,YES,buy,23.95,57.2,0.418708,764753,0x0e108b0e2d33,2025-11-29T09:31:41.104362+00:00
