id,market_id,user_id,bond_amount,status,reason,created_at,resolved_at
11,16,499,30.85,rejected,Suspicious resolution,2025-12-09T15:52:05.965992+00:00,2025-12-11T15:52:05.965992+00:00
4,16,283,30.68,rejected,Suspicious resolution,2025-12-09T15:51:38.965992+00:00,2025-12-10T16:51:38.965992+00:00
5,16,541,20.98,rejected,Price manipulation detected,2025-12-09T15:47:50.965992+00:00,2025-12-10T15:47:50.965992+00:00
15,16,71,19.17,pending,Incorrect outcome,2025-12-09T15:46:51.965992+00:00,
8,16,168,13.27,rejected,Unfair resolution,2025-12-09T15:43:32.965992+00:00,2025-12-09T17:43:32.965992+00:00
16,16,107,12.1,pending,Price manipulation detected,2025-12-09T15:41:51.965992+00:00,
3,16,433,13.41,pending,Incorrect outcome,2025-12-09T15:36:27.965992+00:00,
19,16,438,24.59,pending,Unfair resolution,2025-12-09T15:29:53.965992+00:00,
14,16,256,37.03,accepted,Price manipulation detected,2025-12-09T15:25:07.965992+00:00,2025-12-11T09:25:07.965992+00:00
18,16,324,15.0,rejected,Unfair resolution,2025-12-09T15:14:47.965992+00:00,2025-12-09T22:14:47.965992+00:00
17,16,453,39.14,accepted,Incorrect outcome,2025-12-09T15:13:33.965992+00:00,2025-12-11T05:13:33.965992+00:00
20,16,556,40.65,rejected,Price manipulation detected,2025-12-09T15:10:33.965992+00:00,2025-12-11T11:10:33.965992+00:00
9,16,509,38.35,accepted,Suspicious resolution,2025-12-09T15:08:32.965992+00:00,2025-12-11T07:08:32.965992+00:00
7,16,211,13.56,rejected,Market manipulation,2025-12-09T15:07:21.965992+00:00,2025-12-10T08:07:21.965992+00:00
182,41,167,28.0,rejected,Incorrect outcome,2025-12-09T08:02:01.022691+00:00,2025-12-10T07:02:01.022691+00:00
171,41,299,46.26,accepted,Unfair resolution,2025-12-09T08:01:51.022691+00:00,2025-12-10T15:01:51.022691+00:00
195,41,71,15.63,rejected,Price manipulation detected,2025-12-09T07:59:36.022691+00:00,2025-12-10T03:59:36.022691+00:00
158,41,340,24.44,accepted,Price manipulation detected,2025-12-09T07:59:34.022691+00:00,2025-12-10T16:59:34.022691+00:00
198,41,494,11.11,accepted,Suspicious resolution,2025-12-09T07:58:13.022691+00:00,2025-12-09T21:58:13.022691+00:00
218,41,391,38.87,accepted,Suspicious resolution,2025-12-09T07:58:03.022691+00:00,2025-12-11T02:58:03.022691+00:00
217,41,546,24.6,accepted,Price manipulation detected,2025-12-09T07:57:54.022691+00:00,2025-12-10T22:57:54.022691+00:00
207,41,330,10.08,pending,Unfair resolution,2025-12-09T07:57:42.022691+00:00,
179,41,343,29.34,rejected,Incorrect outcome,2025-12-09T07:57:31.022691+00:00,2025-12-11T00:57:31.022691+00:00
209,41,214,32.61,pending,Market manipulation,2025-12-09T07:56:57.022691+00:00,
219,41,193,26.26,accepted,Incorrect outcome,2025-12-09T07:56:03.022691+00:00,2025-12-09T15:56:03.022691+00:00
183,41,541,27.59,pending,Unfair resolution,2025-12-09T07:54:53.022691+00:00,
181,41,316,45.56,pending,Unfair resolution,2025-12-09T07:54:49.022691+00:00,
167,41,534,18.5,pending,Incorrect outcome,2025-12-09T07:52:24.022691+00:00,
161,41,134,36.06,accepted,Incorrect outcome,2025-12-09T07:50:41.022691+00:00,2025-12-10T18:50:41.022691+00:00
212,41,262,43.89,accepted,Incorrect outcome,2025-12-09T07:50:22.022691+00:00,2025-12-10T07:50:22.022691+00:00
178,41,118,20.22,rejected,Unfair resolution,2025-12-09T07:50:15.022691+00:00,2025-12-11T07:50:15.022691+00:00
172,41,411,33.28,pending,Market manipulation,2025-12-09T07:50:11.022691+00:00,
191,41,159,18.42,pending,Unfair resolution,2025-12-09T07:49:57.022691+00:00,
175,41,149,10.03,accepted,Market manipulation,2025-12-09T07:48:40.022691+00:00,2025-12-10T15:48:40.022691+00:00
193,41,528,5.06,pending,Incorrect outcome,2025-12-09T07:48:24.022691+00:00,
159,41,187,34.49,accepted,Market manipulation,2025-12-09T07:41:23.022691+00:00,2025-12-10T04:41:23.022691+00:00
192,41,206,23.75,accepted,Unfair resolution,2025-12-09T07:37:24.022691+00:00,2025-12-10T15:37:24.022691+00:00
166,41,522,45.51,pending,Suspicious resolution,2025-12-09T07:37:17.022691+00:00,
203,41,331,33.44,accepted,Incorrect outcome,2025-12-09T07:35:46.022691+00:00,2025-12-09T15:35:46.022691+00:00
162,41,234,42.46,accepted,Price manipulation detected,2025-12-09T07:34:36.022691+00:00,2025-12-11T04:34:36.022691+00:00
185,41,168,27.21,pending,Market manipulation,2025-12-09T07:32:37.022691+00:00,
206,41,480,48.95,pending,Suspicious resolution,2025-12-09T07:32:31.022691+00:00,
184,41,444,19.23,accepted,Price manipulation detected,2025-12-09T07:32:18.022691+00:00,2025-12-10T05:32:18.022691+00:00
202,41,498,26.03,rejected,Price manipulation detected,2025-12-09T07:32:02.022691+00:00,2025-12-09T15:32:02.022691+00:00
177,41,179,22.31,accepted,Suspicious resolution,2025-12-09T07:31:30.022691+00:00,2025-12-10T01:31:30.022691+00:00
215,41,453,31.24,accepted,Suspicious resolution,2025-12-09T07:30:41.022691+00:00,2025-12-11T07:30:41.022691+00:00
164,41,100,15.1,pending,Suspicious resolution,2025-12-09T07:30:37.022691+00:00,
208,41,246,24.56,pending,Unfair resolution,2025-12-09T07:27:25.022691+00:00,
199,41,117,13.19,accepted,Price manipulation detected,2025-12-09T07:26:12.022691+00:00,2025-12-10T18:26:12.022691+00:00
216,41,282,28.5,rejected,Suspicious resolution,2025-12-09T07:25:28.022691+00:00,2025-12-10T04:25:28.022691+00:00
180,41,225,16.96,accepted,Price manipulation detected,2025-12-09T07:23:26.022691+00:00,2025-12-10T05:23:26.022691+00:00
201,41,545,16.57,rejected,Unfair resolution,2025-12-09T07:22:30.022691+00:00,2025-12-11T06:22:30.022691+00:00
220,41,323,5.3,rejected,Price manipulation detected,2025-12-09T07:22:11.022691+00:00,2025-12-09T16:22:11.022691+00:00
205,41,194,21.84,accepted,Price manipulation detected,2025-12-09T07:20:18.022691+00:00,2025-12-11T05:20:18.022691+00:00
168,41,334,29.49,accepted,Market manipulation,2025-12-09T07:19:33.022691+00:00,2025-12-10T14:19:33.022691+00:00
213,41,131,24.49,rejected,Unfair resolution,2025-12-09T07:18:29.022691+00:00,2025-12-11T02:18:29.022691+00:00
156,41,107,9.77,rejected,Market manipulation,2025-12-09T07:16:47.022691+00:00,2025-12-09T15:16:47.022691+00:00
196,41,375,14.27,pending,Unfair resolution,2025-12-09T07:16:27.022691+00:00,
194,41,511,27.72,accepted,Unfair resolution,2025-12-09T07:16:22.022691+00:00,2025-12-10T11:16:22.022691+00:00
188,41,304,42.34,accepted,Price manipulation detected,2025-12-09T07:16:18.022691+00:00,2025-12-09T13:16:18.022691+00:00
211,41,542,13.74,rejected,Incorrect outcome,2025-12-09T07:14:46.022691+00:00,2025-12-09T23:14:46.022691+00:00
169,41,441,27.97,accepted,Incorrect outcome,2025-12-09T07:13:06.022691+00:00,2025-12-09T15:13:06.022691+00:00
157,41,236,37.62,accepted,Incorrect outcome,2025-12-09T07:13:03.022691+00:00,2025-12-10T21:13:03.022691+00:00
173,41,208,48.47,pending,Market manipulation,2025-12-09T07:12:42.022691+00:00,
170,41,502,35.91,rejected,Suspicious resolution,2025-12-09T07:12:36.022691+00:00,2025-12-09T10:12:36.022691+00:00
204,41,104,8.09,pending,Market manipulation,2025-12-09T07:12:25.022691+00:00,
189,41,308,11.81,pending,Unfair resolution,2025-12-09T07:11:18.022691+00:00,
186,41,144,47.33,accepted,Price manipulation detected,2025-12-09T07:11:15.022691+00:00,2025-12-10T05:11:15.022691+00:00
200,41,430,10.28,accepted,Price manipulation detected,2025-12-09T07:10:34.022691+00:00,2025-12-09T12:10:34.022691+00:00
187,41,376,12.74,accepted,Incorrect outcome,2025-12-09T07:10:07.022691+00:00,2025-12-11T04:10:07.022691+00:00
165,41,101,6.87,pending,Unfair resolution,2025-12-09T07:09:26.022691+00:00,
176,41,137,27.06,accepted,Incorrect outcome,2025-12-09T07:08:22.022691+00:00,2025-12-11T03:08:22.022691+00:00
160,41,455,31.58,pending,Market manipulation,2025-12-09T07:08:20.022691+00:00,
214,41,383,28.22,rejected,Market manipulation,2025-12-09T07:08:06.022691+00:00,2025-12-10T12:08:06.022691+00:00
174,41,533,19.2,rejected,Suspicious resolution,2025-12-09T07:07:23.022691+00:00,2025-12-10T12:07:23.022691+00:00
163,41,414,17.75,rejected,Unfair resolution,2025-12-09T07:07:15.022691+00:00,2025-12-11T01:07:15.022691+00:00
190,41,70,23.56,rejected,Incorrect outcome,2025-12-09T07:05:28.022691+00:00,2025-12-10T09:05:28.022691+00:00
197,41,283,44.37,rejected,Market manipulation,2025-12-09T07:04:38.022691+00:00,2025-12-09T09:04:38.022691+00:00
210,41,174,49.14,accepted,Unfair resolution,2025-12-09T07:04:31.022691+00:00,2025-12-09T18:04:31.022691+00:00
25,21,203,13.72,accepted,Price manipulation detected,2025-12-05T16:59:38.978744+00:00,2025-12-05T20:59:38.978744+00:00
44,21,324,10.88,pending,Suspicious resolution,2025-12-05T16:59:21.978744+00:00,
71,21,483,10.48,pending,Suspicious resolution,2025-12-05T16:58:28.978744+00:00,
77,21,113,31.01,pending,Incorrect outcome,2025-12-05T16:58:21.978744+00:00,
65,21,79,31.9,rejected,Market manipulation,2025-12-05T16:57:48.978744+00:00,2025-12-05T17:57:48.978744+00:00
47,21,525,44.33,pending,Suspicious resolution,2025-12-05T16:57:47.978744+00:00,
81,21,482,33.64,pending,Price manipulation detected,2025-12-05T16:57:38.978744+00:00,
38,21,150,35.88,pending,Incorrect outcome,2025-12-05T16:56:55.978744+00:00,
82,21,178,11.68,pending,Market manipulation,2025-12-05T16:56:25.978744+00:00,
23,21,448,7.77,accepted,Market manipulation,2025-12-05T16:51:46.978744+00:00,2025-12-07T00:51:46.978744+00:00
74,21,491,43.57,pending,Suspicious resolution,2025-12-05T16:50:30.978744+00:00,
66,21,126,24.43,pending,Price manipulation detected,2025-12-05T16:50:29.978744+00:00,
55,21,367,35.86,accepted,Unfair resolution,2025-12-05T16:47:51.978744+00:00,2025-12-07T06:47:51.978744+00:00
37,21,66,6.9,accepted,Incorrect outcome,2025-12-05T16:47:31.978744+00:00,2025-12-06T07:47:31.978744+00:00
72,21,248,48.87,pending,Market manipulation,2025-12-05T16:47:15.978744+00:00,
36,21,164,39.19,accepted,Price manipulation detected,2025-12-05T16:46:49.978744+00:00,2025-12-06T15:46:49.978744+00:00
60,21,261,37.73,pending,Market manipulation,2025-12-05T16:45:56.978744+00:00,
78,21,445,38.18,pending,Market manipulation,2025-12-05T16:45:42.978744+00:00,
54,21,169,41.63,accepted,Incorrect outcome,2025-12-05T16:45:33.978744+00:00,2025-12-05T21:45:33.978744+00:00
73,21,462,15.89,accepted,Price manipulation detected,2025-12-05T16:45:10.978744+00:00,2025-12-07T14:45:10.978744+00:00
24,21,212,30.08,rejected,Unfair resolution,2025-12-05T16:44:47.978744+00:00,2025-12-06T06:44:47.978744+00:00
63,21,240,9.3,rejected,Incorrect outcome,2025-12-05T16:44:17.978744+00:00,2025-12-07T01:44:17.978744+00:00
40,21,230,48.76,accepted,Market manipulation,2025-12-05T16:40:54.978744+00:00,2025-12-07T15:40:54.978744+00:00
29,21,464,17.38,accepted,Market manipulation,2025-12-05T16:40:16.978744+00:00,2025-12-07T06:40:16.978744+00:00
70,21,446,17.67,rejected,Market manipulation,2025-12-05T16:39:23.978744+00:00,2025-12-06T13:39:23.978744+00:00
64,21,238,11.27,pending,Suspicious resolution,2025-12-05T16:39:01.978744+00:00,
33,21,133,46.8,accepted,Market manipulation,2025-12-05T16:38:41.978744+00:00,2025-12-06T02:38:41.978744+00:00
50,21,284,24.69,pending,Unfair resolution,2025-12-05T16:38:39.978744+00:00,
58,21,143,18.87,rejected,Incorrect outcome,2025-12-05T16:36:55.978744+00:00,2025-12-05T18:36:55.978744+00:00
61,21,60,45.31,accepted,Price manipulation detected,2025-12-05T16:36:05.978744+00:00,2025-12-06T06:36:05.978744+00:00
26,21,465,20.53,pending,Price manipulation detected,2025-12-05T16:36:02.978744+00:00,
59,21,384,48.77,accepted,Suspicious resolution,2025-12-05T16:32:28.978744+00:00,2025-12-06T20:32:28.978744+00:00
39,21,507,41.11,pending,Suspicious resolution,2025-12-05T16:32:20.978744+00:00,
89,21,476,10.08,pending,Unfair resolution,2025-12-05T16:32:01.978744+00:00,
76,21,370,46.31,accepted,Suspicious resolution,2025-12-05T16:31:50.978744+00:00,2025-12-06T01:31:50.978744+00:00
57,21,193,40.36,rejected,Price manipulation detected,2025-12-05T16:31:44.978744+00:00,2025-12-05T18:31:44.978744+00:00
21,21,68,47.62,accepted,Incorrect outcome,2025-12-05T16:31:38.978744+00:00,2025-12-07T07:31:38.978744+00:00
48,21,480,47.04,accepted,Suspicious resolution,2025-12-05T16:27:55.978744+00:00,2025-12-06T03:27:55.978744+00:00
67,21,396,35.8,accepted,Incorrect outcome,2025-12-05T16:27:18.978744+00:00,2025-12-05T21:27:18.978744+00:00
32,21,130,7.75,pending,Price manipulation detected,2025-12-05T16:27:11.978744+00:00,
43,21,315,22.12,rejected,Unfair resolution,2025-12-05T16:25:38.978744+00:00,2025-12-05T21:25:38.978744+00:00
86,21,168,30.78,accepted,Unfair resolution,2025-12-05T16:25:27.978744+00:00,2025-12-06T21:25:27.978744+00:00
75,21,357,22.11,rejected,Incorrect outcome,2025-12-05T16:25:20.978744+00:00,2025-12-07T06:25:20.978744+00:00
27,21,494,48.96,accepted,Market manipulation,2025-12-05T16:23:08.978744+00:00,2025-12-07T14:23:08.978744+00:00
84,21,452,40.36,pending,Unfair resolution,2025-12-05T16:23:07.978744+00:00,
45,21,342,18.0,rejected,Incorrect outcome,2025-12-05T16:21:35.978744+00:00,2025-12-07T03:21:35.978744+00:00
62,21,335,43.09,rejected,Unfair resolution,2025-12-05T16:20:38.978744+00:00,2025-12-05T21:20:38.978744+00:00
35,21,443,13.06,pending,Suspicious resolution,2025-12-05T16:19:38.978744+00:00,
88,21,349,8.86,accepted,Suspicious resolution,2025-12-05T16:18:09.978744+00:00,2025-12-07T04:18:09.978744+00:00
56,21,307,49.01,pending,Price manipulation detected,2025-12-05T16:17:25.978744+00:00,
80,21,549,20.92,pending,Unfair resolution,2025-12-05T16:16:48.978744+00:00,
46,21,243,30.37,pending,Price manipulation detected,2025-12-05T16:15:40.978744+00:00,
87,21,461,43.96,accepted,Price manipulation detected,2025-12-05T16:13:43.978744+00:00,2025-12-06T17:13:43.978744+00:00
28,21,100,40.66,rejected,Suspicious resolution,2025-12-05T16:12:13.978744+00:00,2025-12-07T03:12:13.978744+00:00
85,21,219,40.53,accepted,Unfair resolution,2025-12-05T16:11:26.978744+00:00,2025-12-06T06:11:26.978744+00:00
34,21,199,44.02,accepted,Price manipulation detected,2025-12-05T16:11:18.978744+00:00,2025-12-06T06:11:18.978744+00:00
30,21,189,21.08,pending,Unfair resolution,2025-12-05T16:10:42.978744+00:00,
68,21,258,32.37,accepted,Market manipulation,2025-12-05T16:09:27.978744+00:00,2025-12-06T06:09:27.978744+00:00
49,21,518,19.24,rejected,Suspicious resolution,2025-12-05T16:09:16.978744+00:00,2025-12-07T07:09:16.978744+00:00
53,21,490,11.32,pending,Suspicious resolution,2025-12-05T16:09:01.978744+00:00,
42,21,223,15.3,rejected,Market manipulation,2025-12-05T16:08:32.978744+00:00,2025-12-07T08:08:32.978744+00:00
79,21,403,27.52,accepted,Market manipulation,2025-12-05T16:07:53.978744+00:00,2025-12-06T21:07:53.978744+00:00
31,21,317,43.22,rejected,Incorrect outcome,2025-12-05T16:07:15.978744+00:00,2025-12-07T05:07:15.978744+00:00
41,21,371,34.89,accepted,Market manipulation,2025-12-05T16:05:58.978744+00:00,2025-12-07T08:05:58.978744+00:00
69,21,137,5.65,accepted,Incorrect outcome,2025-12-05T16:05:51.978744+00:00,2025-12-07T03:05:51.978744+00:00
51,21,163,24.9,rejected,Incorrect outcome,2025-12-05T16:05:15.978744+00:00,2025-12-06T12:05:15.978744+00:00
22,21,387,25.92,pending,Price manipulation detected,2025-12-05T16:04:49.978744+00:00,
83,21,488,13.36,rejected,Price manipulation detected,2025-12-05T16:04:44.978744+00:00,2025-12-06T13:04:44.978744+00:00
52,21,361,33.79,accepted,Suspicious resolution,2025-12-05T16:04:36.978744+00:00,2025-12-06T18:04:36.978744+00:00
