id,user_id,market_id,yes_tokens,no_tokens,total_staked,created_at,updated_at
547,96,15,0.0,0.0,20.05,2025-11-30T09:04:28.636380+00:00,2025-11-30T09:04:28.636387+00:00
548,96,41,0.0,8.75,2.82,2025-11-30T09:04:28.638771+00:00,2025-11-30T09:04:28.638778+00:00
549,96,18,0.0,0.0,89.04,2025-11-30T09:04:28.641073+00:00,2025-11-30T09:04:28.641092+00:00
550,96,22,181.2,0.0,108.26,2025-11-30T09:04:28.643431+00:00,2025-11-30T09:04:28.643439+00:00
551,96,16,3.07,0.0,1.7,2025-11-30T09:04:28.647213+00:00,2025-11-30T09:04:28.647223+00:00
552,96,29,119.9,0.0,41.07,2025-11-30T09:04:28.649835+00:00,2025-11-30T09:04:28.649842+00:00
553,96,25,23.91,0.0,14.42,2025-11-30T09:04:28.651863+00:00,2025-11-30T09:04:28.651869+00:00
554,96,20,0.0,198.34,78.09,2025-11-30T09:04:28.653844+00:00,2025-11-30T09:04:28.653849+00:00
555,96,34,0.0,3.58,1.77,2025-11-30T09:04:28.656215+00:00,2025-11-30T09:04:28.656226+00:00
556,96,37,0.0,0.0,34.98,2025-11-30T09:04:28.659080+00:00,2025-11-30T09:04:28.659091+00:00
557,98,30,106.67,0.0,33.84,2025-11-30T09:04:28.663943+00:00,2025-11-30T09:04:28.663953+00:00
558,98,28,0.0,0.0,31.22,2025-11-30T09:04:28.666715+00:00,2025-11-30T09:04:28.666725+00:00
559,98,16,79.94,0.0,39.49,2025-11-30T09:04:28.669005+00:00,2025-11-30T09:04:28.669013+00:00
560,98,38,0.0,0.0,48.55,2025-11-30T09:04:28.671456+00:00,2025-11-30T09:04:28.671465+00:00
561,98,25,0.0,0.0,34.49,2025-11-30T09:04:28.673992+00:00,2025-11-30T09:04:28.674000+00:00
562,98,17,0.0,0.0,3.66,2025-11-30T09:04:28.676755+00:00,2025-11-30T09:04:28.676769+00:00
563,98,27,0.0,62.04,23.43,2025-11-30T09:04:28.681312+00:00,2025-11-30T09:04:28.681322+00:00
564,98,19,42.82,0.0,27.46,2025-11-30T09:04:28.683698+00:00,2025-11-30T09:04:28.683706+00:00
565,98,39,0.0,82.06,44.43,2025-11-30T09:04:28.685785+00:00,2025-11-30T09:04:28.685792+00:00
566,98,43,8.15,0.0,5.24,2025-11-30T09:04:28.688348+00:00,2025-11-30T09:04:28.688357+00:00
567,98,41,0.0,0.0,1.71,2025-11-30T09:04:28.690605+00:00,2025-11-30T09:04:28.690613+00:00
568,98,33,69.42,0.0,45.77,2025-11-30T09:04:28.692783+00:00,2025-11-30T09:04:28.692792+00:00
569,98,29,0.0,8.43,5.07,2025-11-30T09:04:28.697057+00:00,2025-11-30T09:04:28.697068+00:00
570,98,20,0.0,100.6,48.84,2025-11-30T09:04:28.700319+00:00,2025-11-30T09:04:28.700328+00:00
571,98,40,0.0,0.0,35.49,2025-11-30T09:04:28.702385+00:00,2025-11-30T09:04:28.702392+00:00
572,98,21,0.0,0.0,37.05,2025-11-30T09:04:28.704281+00:00,2025-11-30T09:04:28.704288+00:00
573,98,18,0.0,0.0,23.8,2025-11-30T09:04:28.706245+00:00,2025-11-30T09:04:28.706251+00:00
574,98,37,17.93,0.0,7.78,2025-11-30T09:04:28.708469+00:00,2025-11-30T09:04:28.708475+00:00
575,99,39,0.0,0.0,18.28,2025-11-30T09:04:28.712466+00:00,2025-11-30T09:04:28.712476+00:00
576,99,17,82.52,0.0,65.08,2025-11-30T09:04:28.715654+00:00,2025-11-30T09:04:28.715663+00:00
577,99,32,0.0,0.0,31.43,2025-11-30T09:04:28.718040+00:00,2025-11-30T09:04:28.718048+00:00
578,99,21,0.0,7.48,4.93,2025-11-30T09:04:28.720301+00:00,2025-11-30T09:04:28.720307+00:00
579,99,23,38.95,0.0,25.32,2025-11-30T09:04:28.722430+00:00,2025-11-30T09:04:28.722439+00:00
580,99,28,0.0,0.0,17.99,2025-11-30T09:04:28.724689+00:00,2025-11-30T09:04:28.724695+00:00
581,99,35,0.0,0.0,30.07,2025-11-30T09:04:28.729007+00:00,2025-11-30T09:04:28.729042+00:00
582,99,24,0.0,0.0,57.93,2025-11-30T09:04:28.732360+00:00,2025-11-30T09:04:28.732368+00:00
583,99,42,37.94,193.77,113.84,2025-11-30T09:04:28.734600+00:00,2025-11-30T09:04:28.734607+00:00
584,99,37,0.0,76.59,48.69,2025-11-30T09:04:28.737152+00:00,2025-11-30T09:04:28.737161+00:00
585,99,20,55.7,99.82,82.73,2025-11-30T09:04:28.739222+00:00,2025-11-30T09:04:28.739229+00:00
586,99,44,0.0,2.03,1.21,2025-11-30T09:04:28.741114+00:00,2025-11-30T09:04:28.741120+00:00
587,99,33,0.0,0.0,34.77,2025-11-30T09:04:28.743813+00:00,2025-11-30T09:04:28.743826+00:00
588,99,18,0.0,32.5,20.68,2025-11-30T09:04:28.747670+00:00,2025-11-30T09:04:28.747679+00:00
589,99,16,64.73,0.0,39.28,2025-11-30T09:04:28.749938+00:00,2025-11-30T09:04:28.749945+00:00
590,99,31,0.0,0.0,20.48,2025-11-30T09:04:28.751949+00:00,2025-11-30T09:04:28.751956+00:00
591,99,15,0.0,0.0,18.22,2025-11-30T09:04:28.753966+00:00,2025-11-30T09:04:28.753972+00:00
592,99,43,0.0,0.0,40.38,2025-11-30T09:04:28.756317+00:00,2025-11-30T09:04:28.756324+00:00
593,99,38,0.0,77.79,41.94,2025-11-30T09:04:28.758718+00:00,2025-11-30T09:04:28.758724+00:00
594,100,28,0.0,0.0,35.8,2025-11-30T09:04:28.763436+00:00,2025-11-30T09:04:28.763448+00:00
595,100,27,0.0,0.0,3.07,2025-11-30T09:04:28.766955+00:00,2025-11-30T09:04:28.766965+00:00
596,100,32,0.0,0.0,43.83,2025-11-30T09:04:28.769251+00:00,2025-11-30T09:04:28.769260+00:00
597,100,35,16.67,50.28,39.89,2025-11-30T09:04:28.771265+00:00,2025-11-30T09:04:28.771271+00:00
598,100,33,0.0,0.0,43.55,2025-11-30T09:04:28.773068+00:00,2025-11-30T09:04:28.773075+00:00
599,100,26,0.0,0.0,20.48,2025-11-30T09:04:28.774996+00:00,2025-11-30T09:04:28.775002+00:00
600,100,19,0.0,8.08,10.73,2025-11-30T09:04:28.779540+00:00,2025-11-30T09:04:28.779551+00:00
601,100,24,103.3,0.0,59.75,2025-11-30T09:04:28.782155+00:00,2025-11-30T09:04:28.782162+00:00
602,100,37,0.0,61.7,27.19,2025-11-30T09:04:28.784377+00:00,2025-11-30T09:04:28.784383+00:00
603,100,31,76.34,0.0,39.96,2025-11-30T09:04:28.786863+00:00,2025-11-30T09:04:28.786871+00:00
604,100,42,11.03,0.0,29.42,2025-11-30T09:04:28.789575+00:00,2025-11-30T09:04:28.789586+00:00
605,100,30,0.0,0.0,34.86,2025-11-30T09:04:28.791661+00:00,2025-11-30T09:04:28.791670+00:00
606,100,25,0.0,0.0,2.41,2025-11-30T09:04:28.795673+00:00,2025-11-30T09:04:28.795693+00:00
607,100,40,3.89,0.0,1.92,2025-11-30T09:04:28.798926+00:00,2025-11-30T09:04:28.798935+00:00
608,100,16,0.0,0.0,6.83,2025-11-30T09:04:28.801810+00:00,2025-11-30T09:04:28.801819+00:00
609,100,39,120.58,0.0,46.08,2025-11-30T09:04:28.804069+00:00,2025-11-30T09:04:28.804077+00:00
610,100,15,62.73,0.0,42.45,2025-11-30T09:04:28.806657+00:00,2025-11-30T09:04:28.806664+00:00
611,100,21,0.0,87.75,45.18,2025-11-30T09:04:28.809223+00:00,2025-11-30T09:04:28.809240+00:00
612,100,44,0.0,0.0,35.21,2025-11-30T09:04:28.813171+00:00,2025-11-30T09:04:28.813181+00:00
613,102,31,0.0,0.0,564.96,2025-11-30T09:04:28.815378+00:00,2025-11-30T09:04:28.815385+00:00
614,102,25,760.83,500.46,737.71,2025-11-30T09:04:28.817997+00:00,2025-11-30T09:04:28.818005+00:00
615,102,29,304.64,0.0,342.26,2025-11-30T09:04:28.820160+00:00,2025-11-30T09:04:28.820166+00:00
616,102,41,0.0,0.0,155.3,2025-11-30T09:04:28.822445+00:00,2025-11-30T09:04:28.822452+00:00
617,102,43,613.12,0.0,232.76,2025-11-30T09:04:28.824562+00:00,2025-11-30T09:04:28.824568+00:00
618,102,18,0.0,0.0,881.2,2025-11-30T09:04:28.828537+00:00,2025-11-30T09:04:28.828549+00:00
619,102,23,0.0,0.0,606.81,2025-11-30T09:04:28.831842+00:00,2025-11-30T09:04:28.831851+00:00
620,102,19,0.0,0.0,551.33,2025-11-30T09:04:28.834540+00:00,2025-11-30T09:04:28.834549+00:00
621,102,15,858.74,423.93,702.31,2025-11-30T09:04:28.837066+00:00,2025-11-30T09:04:28.837074+00:00
622,102,36,0.0,377.14,207.16,2025-11-30T09:04:28.839380+00:00,2025-11-30T09:04:28.839387+00:00
623,102,42,0.0,0.0,273.06,2025-11-30T09:04:28.841433+00:00,2025-11-30T09:04:28.841439+00:00
624,102,24,0.0,0.0,260.89,2025-11-30T09:04:28.844514+00:00,2025-11-30T09:04:28.844529+00:00
625,102,33,0.0,0.0,401.9,2025-11-30T09:04:28.847867+00:00,2025-11-30T09:04:28.847878+00:00
626,102,30,0.0,0.0,401.92,2025-11-30T09:04:28.849806+00:00,2025-11-30T09:04:28.849812+00:00
627,102,22,0.0,1417.41,462.36,2025-11-30T09:04:28.851696+00:00,2025-11-30T09:04:28.851701+00:00
628,103,20,0.0,0.0,48.5,2025-11-30T09:04:28.854016+00:00,2025-11-30T09:04:28.854022+00:00
629,103,41,0.0,0.0,13.99,2025-11-30T09:04:28.856855+00:00,2025-11-30T09:04:28.856861+00:00
630,103,34,73.29,0.0,30.0,2025-11-30T09:04:28.859574+00:00,2025-11-30T09:04:28.859582+00:00
631,103,28,0.0,0.0,148.81,2025-11-30T09:04:28.864882+00:00,2025-11-30T09:04:28.864891+00:00
632,103,32,62.71,0.0,31.76,2025-11-30T09:04:28.868350+00:00,2025-11-30T09:04:28.868362+00:00
633,103,36,123.99,0.0,103.34,2025-11-30T09:04:28.872300+00:00,2025-11-30T09:04:28.872309+00:00
634,103,44,35.25,0.0,30.16,2025-11-30T09:04:28.880806+00:00,2025-11-30T09:04:28.880820+00:00
635,103,24,0.0,0.0,16.61,2025-11-30T09:04:28.886037+00:00,2025-11-30T09:04:28.886050+00:00
636,103,18,3.81,0.0,2.36,2025-11-30T09:04:28.890202+00:00,2025-11-30T09:04:28.890214+00:00
637,103,23,97.57,0.0,48.23,2025-11-30T09:04:28.896081+00:00,2025-11-30T09:04:28.896098+00:00
638,103,25,0.0,168.21,126.42,2025-11-30T09:04:28.902230+00:00,2025-11-30T09:04:28.902245+00:00
639,103,27,10.91,0.0,6.48,2025-11-30T09:04:28.907145+00:00,2025-11-30T09:04:28.907159+00:00
640,103,33,0.0,0.0,44.34,2025-11-30T09:04:28.913532+00:00,2025-11-30T09:04:28.913547+00:00
641,103,29,0.0,0.0,43.28,2025-11-30T09:04:28.921733+00:00,2025-11-30T09:04:28.921743+00:00
642,103,37,0.0,0.0,2.03,2025-11-30T09:04:28.925765+00:00,2025-11-30T09:04:28.925776+00:00
643,103,39,0.0,43.46,14.43,2025-11-30T09:04:28.933291+00:00,2025-11-30T09:04:28.933311+00:00
644,105,26,0.0,0.0,23.21,2025-11-30T09:04:28.938239+00:00,2025-11-30T09:04:28.938255+00:00
645,105,35,0.0,3.03,1.15,2025-11-30T09:04:28.942122+00:00,2025-11-30T09:04:28.942132+00:00
646,105,18,38.23,0.0,26.3,2025-11-30T09:04:28.945951+00:00,2025-11-30T09:04:28.945960+00:00
647,105,42,0.0,0.0,60.7,2025-11-30T09:04:28.949438+00:00,2025-11-30T09:04:28.949447+00:00
648,105,33,50.67,0.0,37.5,2025-11-30T09:04:28.951736+00:00,2025-11-30T09:04:28.951744+00:00
649,105,41,70.92,0.0,47.46,2025-11-30T09:04:28.953813+00:00,2025-11-30T09:04:28.953820+00:00
650,105,44,0.0,0.0,10.72,2025-11-30T09:04:28.956839+00:00,2025-11-30T09:04:28.956850+00:00
651,105,28,0.0,11.99,5.36,2025-11-30T09:04:28.960607+00:00,2025-11-30T09:04:28.960633+00:00
652,105,31,0.0,0.0,86.28,2025-11-30T09:04:28.965036+00:00,2025-11-30T09:04:28.965045+00:00
653,105,21,0.0,116.25,63.41,2025-11-30T09:04:28.968840+00:00,2025-11-30T09:04:28.968849+00:00
654,105,22,0.0,33.31,19.11,2025-11-30T09:04:28.971141+00:00,2025-11-30T09:04:28.971149+00:00
655,105,19,27.42,0.0,48.41,2025-11-30T09:04:28.973274+00:00,2025-11-30T09:04:28.973281+00:00
656,105,23,88.17,0.0,43.15,2025-11-30T09:04:28.975238+00:00,2025-11-30T09:04:28.975244+00:00
657,105,34,24.51,0.0,13.43,2025-11-30T09:04:28.978993+00:00,2025-11-30T09:04:28.979004+00:00
658,105,25,0.0,32.35,13.76,2025-11-30T09:04:28.983333+00:00,2025-11-30T09:04:28.983343+00:00
659,105,32,0.0,31.88,10.26,2025-11-30T09:04:28.986112+00:00,2025-11-30T09:04:28.986120+00:00
660,105,20,0.0,0.0,6.69,2025-11-30T09:04:28.988795+00:00,2025-11-30T09:04:28.988804+00:00
661,105,37,0.0,0.0,25.16,2025-11-30T09:04:28.991563+00:00,2025-11-30T09:04:28.991572+00:00
662,107,43,0.0,0.0,29.09,2025-11-30T09:04:28.995111+00:00,2025-11-30T09:04:28.995124+00:00
663,107,44,0.0,0.0,8.53,2025-11-30T09:04:28.999020+00:00,2025-11-30T09:04:28.999030+00:00
664,107,29,0.0,53.98,17.14,2025-11-30T09:04:29.001674+00:00,2025-11-30T09:04:29.001683+00:00
665,107,38,56.02,0.0,48.83,2025-11-30T09:04:29.003705+00:00,2025-11-30T09:04:29.003712+00:00
666,107,17,91.54,72.47,76.81,2025-11-30T09:04:29.005874+00:00,2025-11-30T09:04:29.005880+00:00
667,107,19,0.0,0.0,25.05,2025-11-30T09:04:29.008500+00:00,2025-11-30T09:04:29.008507+00:00
668,107,34,0.0,0.0,33.61,2025-11-30T09:04:29.011480+00:00,2025-11-30T09:04:29.011489+00:00
669,107,26,0.0,0.0,31.9,2025-11-30T09:04:29.015898+00:00,2025-11-30T09:04:29.015911+00:00
670,107,22,0.0,0.0,26.84,2025-11-30T09:04:29.019081+00:00,2025-11-30T09:04:29.019089+00:00
671,107,28,32.43,41.98,77.12,2025-11-30T09:04:29.021869+00:00,2025-11-30T09:04:29.021877+00:00
672,107,16,0.0,0.0,43.96,2025-11-30T09:04:29.024592+00:00,2025-11-30T09:04:29.024601+00:00
673,107,36,0.0,0.0,17.73,2025-11-30T09:04:29.027954+00:00,2025-11-30T09:04:29.027965+00:00
674,107,35,0.0,0.0,34.9,2025-11-30T09:04:29.032006+00:00,2025-11-30T09:04:29.032015+00:00
675,107,24,0.0,0.0,40.43,2025-11-30T09:04:29.034544+00:00,2025-11-30T09:04:29.034552+00:00
676,107,41,112.3,0.0,43.09,2025-11-30T09:04:29.036961+00:00,2025-11-30T09:04:29.036969+00:00
677,107,20,0.0,0.0,48.23,2025-11-30T09:04:29.039392+00:00,2025-11-30T09:04:29.039399+00:00
678,108,16,0.0,0.0,607.43,2025-11-30T09:04:29.041455+00:00,2025-11-30T09:04:29.041462+00:00
679,108,38,0.0,575.9,284.75,2025-11-30T09:04:29.044166+00:00,2025-11-30T09:04:29.044254+00:00
680,108,36,0.0,743.17,380.0,2025-11-30T09:04:29.048020+00:00,2025-11-30T09:04:29.048029+00:00
681,108,17,0.0,0.0,702.13,2025-11-30T09:04:29.050145+00:00,2025-11-30T09:04:29.050151+00:00
682,108,37,0.0,250.24,147.76,2025-11-30T09:04:29.052125+00:00,2025-11-30T09:04:29.052131+00:00
683,108,31,0.0,0.0,467.13,2025-11-30T09:04:29.054233+00:00,2025-11-30T09:04:29.054240+00:00
684,108,43,0.0,675.05,921.55,2025-11-30T09:04:29.056901+00:00,2025-11-30T09:04:29.056908+00:00
685,108,40,798.95,119.87,1099.81,2025-11-30T09:04:29.060003+00:00,2025-11-30T09:04:29.060014+00:00
686,108,19,293.13,0.0,145.65,2025-11-30T09:04:29.063816+00:00,2025-11-30T09:04:29.063824+00:00
687,108,24,448.58,0.0,313.87,2025-11-30T09:04:29.066901+00:00,2025-11-30T09:04:29.066910+00:00
688,108,20,962.69,0.0,818.89,2025-11-30T09:04:29.069051+00:00,2025-11-30T09:04:29.069058+00:00
689,108,32,0.0,0.0,188.29,2025-11-30T09:04:29.071028+00:00,2025-11-30T09:04:29.071034+00:00
690,108,25,917.52,0.0,436.41,2025-11-30T09:04:29.072835+00:00,2025-11-30T09:04:29.072841+00:00
691,108,22,0.0,0.0,200.44,2025-11-30T09:04:29.074971+00:00,2025-11-30T09:04:29.074976+00:00
692,108,28,0.0,238.91,143.68,2025-11-30T09:04:29.078666+00:00,2025-11-30T09:04:29.078677+00:00
693,108,26,0.0,0.0,141.15,2025-11-30T09:04:29.081524+00:00,2025-11-30T09:04:29.081532+00:00
694,110,43,0.0,0.0,48.73,2025-11-30T09:04:29.083664+00:00,2025-11-30T09:04:29.083671+00:00
695,110,38,0.0,38.91,34.06,2025-11-30T09:04:29.085433+00:00,2025-11-30T09:04:29.085440+00:00
696,110,37,0.0,0.0,32.55,2025-11-30T09:04:29.087619+00:00,2025-11-30T09:04:29.087627+00:00
697,110,29,56.81,0.0,74.86,2025-11-30T09:04:29.090485+00:00,2025-11-30T09:04:29.090494+00:00
698,110,27,0.0,0.0,11.47,2025-11-30T09:04:29.093167+00:00,2025-11-30T09:04:29.093194+00:00
699,110,35,3.83,5.96,5.71,2025-11-30T09:04:29.097259+00:00,2025-11-30T09:04:29.097306+00:00
700,110,39,0.0,0.0,49.36,2025-11-30T09:04:29.100074+00:00,2025-11-30T09:04:29.100083+00:00
701,110,19,0.0,12.16,6.16,2025-11-30T09:04:29.102463+00:00,2025-11-30T09:04:29.102470+00:00
702,110,32,0.0,0.0,29.63,2025-11-30T09:04:29.104305+00:00,2025-11-30T09:04:29.104311+00:00
703,110,31,74.49,0.0,23.32,2025-11-30T09:04:29.106533+00:00,2025-11-30T09:04:29.106541+00:00
704,110,34,0.0,13.09,6.92,2025-11-30T09:04:29.108679+00:00,2025-11-30T09:04:29.108685+00:00
705,110,26,0.0,0.0,15.86,2025-11-30T09:04:29.112701+00:00,2025-11-30T09:04:29.112711+00:00
706,110,33,0.0,111.12,46.9,2025-11-30T09:04:29.115266+00:00,2025-11-30T09:04:29.115274+00:00
707,111,43,0.0,0.0,24.29,2025-11-30T09:04:29.117514+00:00,2025-11-30T09:04:29.117522+00:00
708,111,31,0.0,0.0,33.69,2025-11-30T09:04:29.119496+00:00,2025-11-30T09:04:29.119502+00:00
709,111,34,0.0,7.2,14.74,2025-11-30T09:04:29.121358+00:00,2025-11-30T09:04:29.121364+00:00
710,111,38,0.0,74.51,43.43,2025-11-30T09:04:29.123268+00:00,2025-11-30T09:04:29.123274+00:00
711,111,37,0.0,97.44,32.55,2025-11-30T09:04:29.125928+00:00,2025-11-30T09:04:29.125941+00:00
712,111,16,0.0,0.0,25.63,2025-11-30T09:04:29.131266+00:00,2025-11-30T09:04:29.131277+00:00
713,111,23,65.53,45.26,72.56,2025-11-30T09:04:29.134107+00:00,2025-11-30T09:04:29.134119+00:00
714,111,32,0.0,0.0,32.91,2025-11-30T09:04:29.136665+00:00,2025-11-30T09:04:29.136674+00:00
715,111,28,0.0,0.0,39.12,2025-11-30T09:04:29.139056+00:00,2025-11-30T09:04:29.139063+00:00
716,111,19,0.0,0.0,38.65,2025-11-30T09:04:29.141178+00:00,2025-11-30T09:04:29.141185+00:00
717,111,39,0.0,0.0,25.92,2025-11-30T09:04:29.143660+00:00,2025-11-30T09:04:29.143669+00:00
718,111,29,110.27,53.39,64.08,2025-11-30T09:04:29.147137+00:00,2025-11-30T09:04:29.147146+00:00
719,111,33,59.16,0.0,43.79,2025-11-30T09:04:29.149178+00:00,2025-11-30T09:04:29.149186+00:00
720,111,20,94.83,0.0,46.74,2025-11-30T09:04:29.151315+00:00,2025-11-30T09:04:29.151322+00:00
721,111,27,0.0,58.85,29.67,2025-11-30T09:04:29.153231+00:00,2025-11-30T09:04:29.153238+00:00
722,111,35,0.0,0.0,14.38,2025-11-30T09:04:29.155267+00:00,2025-11-30T09:04:29.155274+00:00
723,112,15,102.18,12.7,59.51,2025-11-30T09:04:29.158505+00:00,2025-11-30T09:04:29.158514+00:00
724,112,32,0.0,0.0,70.02,2025-11-30T09:04:29.162423+00:00,2025-11-30T09:04:29.162436+00:00
725,112,20,35.09,0.0,23.67,2025-11-30T09:04:29.165403+00:00,2025-11-30T09:04:29.165411+00:00
726,112,22,0.0,0.0,86.84,2025-11-30T09:04:29.168062+00:00,2025-11-30T09:04:29.168071+00:00
727,112,21,88.64,70.81,93.35,2025-11-30T09:04:29.170408+00:00,2025-11-30T09:04:29.170415+00:00
728,112,30,63.33,54.55,63.36,2025-11-30T09:04:29.172468+00:00,2025-11-30T09:04:29.172475+00:00
729,112,17,32.1,0.0,16.3,2025-11-30T09:04:29.174449+00:00,2025-11-30T09:04:29.174456+00:00
730,112,38,0.0,137.56,42.54,2025-11-30T09:04:29.177729+00:00,2025-11-30T09:04:29.177742+00:00
731,112,23,0.0,84.4,46.96,2025-11-30T09:04:29.181033+00:00,2025-11-30T09:04:29.181042+00:00
732,112,28,0.0,0.0,6.96,2025-11-30T09:04:29.183507+00:00,2025-11-30T09:04:29.183516+00:00
733,112,16,31.24,0.0,14.62,2025-11-30T09:04:29.185349+00:00,2025-11-30T09:04:29.185356+00:00
734,112,18,0.0,75.8,47.98,2025-11-30T09:04:29.187687+00:00,2025-11-30T09:04:29.187695+00:00
735,112,44,0.0,28.65,32.12,2025-11-30T09:04:29.190097+00:00,2025-11-30T09:04:29.190104+00:00
736,112,42,0.0,0.0,19.81,2025-11-30T09:04:29.192028+00:00,2025-11-30T09:04:29.192035+00:00
737,112,35,0.0,0.0,26.34,2025-11-30T09:04:29.196628+00:00,2025-11-30T09:04:29.196642+00:00
738,112,37,129.31,0.0,45.31,2025-11-30T09:04:29.199732+00:00,2025-11-30T09:04:29.199741+00:00
739,113,20,1279.32,0.0,414.75,2025-11-30T09:04:29.202166+00:00,2025-11-30T09:04:29.202174+00:00
740,113,35,0.0,0.0,325.14,2025-11-30T09:04:29.222305+00:00,2025-11-30T09:04:29.222315+00:00
741,113,34,0.0,0.0,504.39,2025-11-30T09:04:29.224953+00:00,2025-11-30T09:04:29.224962+00:00
742,113,16,680.32,0.0,257.27,2025-11-30T09:04:29.229514+00:00,2025-11-30T09:04:29.229526+00:00
743,113,40,0.0,0.0,159.53,2025-11-30T09:04:29.233256+00:00,2025-11-30T09:04:29.233266+00:00
744,113,25,438.17,0.0,418.16,2025-11-30T09:04:29.235851+00:00,2025-11-30T09:04:29.235859+00:00
745,113,30,603.3,0.0,514.51,2025-11-30T09:04:29.238648+00:00,2025-11-30T09:04:29.238656+00:00
746,113,26,689.21,0.0,303.44,2025-11-30T09:04:29.240669+00:00,2025-11-30T09:04:29.240677+00:00
747,113,36,0.0,0.0,355.05,2025-11-30T09:04:29.243540+00:00,2025-11-30T09:04:29.243550+00:00
748,113,22,0.0,0.0,357.58,2025-11-30T09:04:29.247252+00:00,2025-11-30T09:04:29.247261+00:00
749,113,43,210.05,0.0,140.66,2025-11-30T09:04:29.249500+00:00,2025-11-30T09:04:29.249507+00:00
750,113,27,0.0,0.0,331.81,2025-11-30T09:04:29.251462+00:00,2025-11-30T09:04:29.251469+00:00
751,113,33,0.0,0.0,411.63,2025-11-30T09:04:29.253578+00:00,2025-11-30T09:04:29.253586+00:00
752,113,42,0.0,0.0,167.88,2025-11-30T09:04:29.255464+00:00,2025-11-30T09:04:29.255470+00:00
753,113,17,0.0,0.0,395.55,2025-11-30T09:04:29.258569+00:00,2025-11-30T09:04:29.258578+00:00
754,113,29,0.0,0.0,379.24,2025-11-30T09:04:29.262915+00:00,2025-11-30T09:04:29.262926+00:00
755,113,23,0.0,253.85,167.02,2025-11-30T09:04:29.266552+00:00,2025-11-30T09:04:29.266562+00:00
756,113,24,0.0,0.0,319.98,2025-11-30T09:04:29.268786+00:00,2025-11-30T09:04:29.268794+00:00
757,113,19,0.0,0.0,266.69,2025-11-30T09:04:29.271075+00:00,2025-11-30T09:04:29.271082+00:00
758,115,15,0.0,0.0,12.46,2025-11-30T09:04:29.272985+00:00,2025-11-30T09:04:29.272992+00:00
759,115,31,0.0,0.0,46.4,2025-11-30T09:04:29.274771+00:00,2025-11-30T09:04:29.274777+00:00
760,115,21,0.0,110.19,51.19,2025-11-30T09:04:29.278829+00:00,2025-11-30T09:04:29.278839+00:00
761,115,42,0.0,50.89,35.58,2025-11-30T09:04:29.281607+00:00,2025-11-30T09:04:29.281615+00:00
762,115,32,0.0,11.73,76.14,2025-11-30T09:04:29.283687+00:00,2025-11-30T09:04:29.283695+00:00
763,115,41,0.0,0.0,72.85,2025-11-30T09:04:29.285889+00:00,2025-11-30T09:04:29.285897+00:00
764,115,38,0.0,0.0,45.12,2025-11-30T09:04:29.288475+00:00,2025-11-30T09:04:29.288483+00:00
765,115,28,0.0,0.0,40.03,2025-11-30T09:04:29.290942+00:00,2025-11-30T09:04:29.290953+00:00
766,115,19,0.0,0.0,74.52,2025-11-30T09:04:29.294172+00:00,2025-11-30T09:04:29.294183+00:00
767,115,18,76.66,0.0,41.5,2025-11-30T09:04:29.298171+00:00,2025-11-30T09:04:29.298179+00:00
768,115,44,0.0,0.0,11.09,2025-11-30T09:04:29.300962+00:00,2025-11-30T09:04:29.300971+00:00
769,115,26,25.62,0.0,17.01,2025-11-30T09:04:29.302918+00:00,2025-11-30T09:04:29.302926+00:00
770,115,24,0.0,0.0,8.78,2025-11-30T09:04:29.305039+00:00,2025-11-30T09:04:29.305047+00:00
771,115,37,0.0,0.0,10.88,2025-11-30T09:04:29.307630+00:00,2025-11-30T09:04:29.307639+00:00
772,115,34,0.0,0.0,45.6,2025-11-30T09:04:29.311384+00:00,2025-11-30T09:04:29.311434+00:00
773,115,40,0.0,0.0,31.04,2025-11-30T09:04:29.314390+00:00,2025-11-30T09:04:29.314398+00:00
774,116,29,80.8,104.16,68.47,2025-11-30T09:04:29.316745+00:00,2025-11-30T09:04:29.316755+00:00
775,116,20,0.0,0.0,33.67,2025-11-30T09:04:29.319293+00:00,2025-11-30T09:04:29.319301+00:00
776,116,44,0.0,0.0,107.21,2025-11-30T09:04:29.321418+00:00,2025-11-30T09:04:29.321426+00:00
777,116,31,0.0,0.0,23.1,2025-11-30T09:04:29.324084+00:00,2025-11-30T09:04:29.324092+00:00
778,116,17,0.0,0.0,17.84,2025-11-30T09:04:29.327556+00:00,2025-11-30T09:04:29.327567+00:00
779,116,23,28.41,0.0,17.03,2025-11-30T09:04:29.331080+00:00,2025-11-30T09:04:29.331090+00:00
780,116,32,0.0,0.0,43.01,2025-11-30T09:04:29.334305+00:00,2025-11-30T09:04:29.334319+00:00
781,116,15,29.99,105.51,49.73,2025-11-30T09:04:29.337277+00:00,2025-11-30T09:04:29.337286+00:00
782,116,39,0.0,0.0,8.52,2025-11-30T09:04:29.339758+00:00,2025-11-30T09:04:29.339766+00:00
783,116,37,0.0,0.0,34.83,2025-11-30T09:04:29.341847+00:00,2025-11-30T09:04:29.341855+00:00
784,116,27,48.96,0.0,19.36,2025-11-30T09:04:29.345693+00:00,2025-11-30T09:04:29.345703+00:00
785,116,36,6.26,0.0,3.16,2025-11-30T09:04:29.348611+00:00,2025-11-30T09:04:29.348620+00:00
786,116,35,102.13,0.0,46.78,2025-11-30T09:04:29.350838+00:00,2025-11-30T09:04:29.350846+00:00
