id,onchain_tx_id,event_name,tx_hash,log_index,market_id,user_address,payload_json,processed_at,duplicate,created_at
152,78,TradeExecuted,0x0750790b7cee,2,,0x01d2c1,"{""amount"": 65.70908195390824, ""outcome"": ""YES""}",2025-11-30T09:04:54.755142+00:00,False,2025-11-30T09:04:54.755280+00:00
153,79,TradeExecuted,0x0d1101049b73,0,36,0x03aa1a,"{""amount"": 85.89620050223925, ""outcome"": ""NO""}",2025-11-30T09:04:54.760966+00:00,False,2025-11-30T09:04:54.761398+00:00
154,80,LiquidityRemoved,0x0c2bac047827,0,31,0x07cefc,"{""amount"": 22.96427571593225, ""outcome"": null}",2025-11-30T09:04:54.767194+00:00,False,2025-11-30T09:04:54.767359+00:00
155,81,MarketResolved,0x0b6f1e06e38e,0,,0x0a562c,"{""amount"": 49.74086314376876, ""outcome"": null}",2025-11-30T09:04:54.771233+00:00,False,2025-11-30T09:04:54.771374+00:00
156,81,LiquidityAdded,0x0b6f1e06e38e,1,39,0x021fc2,"{""amount"": 72.04843146083333, ""outcome"": null}",2025-11-30T09:04:54.772708+00:00,False,2025-11-30T09:04:54.772808+00:00
157,81,TradeExecuted,0x0b6f1e06e38e,2,,0x0b3fb2,"{""amount"": 51.01696865242994, ""outcome"": ""NO""}",2025-11-30T09:04:54.775810+00:00,False,2025-11-30T09:04:54.776072+00:00
158,82,LiquidityAdded,0x01fd8207bf62,0,,0x02a850,"{""amount"": 30.274469341864325, ""outcome"": null}",2025-11-30T09:04:54.781845+00:00,False,2025-11-30T09:04:54.781985+00:00
159,82,LiquidityRemoved,0x01fd8207bf62,1,29,0x0d4ab7,"{""amount"": 17.582124114821365, ""outcome"": null}",2025-11-30T09:04:54.783668+00:00,False,2025-11-30T09:04:54.783791+00:00
160,82,LiquidityRemoved,0x01fd8207bf62,2,32,0x0aa488,"{""amount"": 12.553272968186926, ""outcome"": null}",2025-11-30T09:04:54.786009+00:00,False,2025-11-30T09:04:54.786254+00:00
162,83,LiquidityAdded,0x06a5bd060b37,1,22,0x07f865,"{""amount"": 1.2030946383593641, ""outcome"": null}",2025-11-30T09:04:54.792841+00:00,False,2025-11-30T09:04:54.793214+00:00
163,83,LiquidityRemoved,0x06a5bd060b37,2,32,0x099c99,"{""amount"": 75.38495618033966, ""outcome"": null}",2025-11-30T09:04:54.796338+00:00,False,2025-11-30T09:04:54.796513+00:00
164,84,LiquidityRemoved,0x0252ef0a2575,0,34,0x056777,"{""amount"": 9.613815141754628, ""outcome"": null}",2025-11-30T09:04:54.800997+00:00,False,2025-11-30T09:04:54.801142+00:00
165,84,LiquidityAdded,0x0252ef0a2575,1,19,0x039ada,"{""amount"": 3.8815162880957534, ""outcome"": null}",2025-11-30T09:04:54.803922+00:00,False,2025-11-30T09:04:54.804047+00:00
166,85,TradeExecuted,0x07612d0a04ff,0,20,0x08d451,"{""amount"": 29.143807407260844, ""outcome"": ""NO""}",2025-11-30T09:04:54.807937+00:00,False,2025-11-30T09:04:54.808101+00:00
167,85,MarketResolved,0x07612d0a04ff,1,21,0x0f3a2a,"{""amount"": 79.73093355632159, ""outcome"": null}",2025-11-30T09:04:54.810169+00:00,False,2025-11-30T09:04:54.810418+00:00
168,86,LiquidityRemoved,0x0d75f90a5504,0,,0x05c689,"{""amount"": 95.61067174788325, ""outcome"": null}",2025-11-30T09:04:54.814934+00:00,False,2025-11-30T09:04:54.815072+00:00
169,86,LiquidityAdded,0x0d75f90a5504,1,,0x0dc80a,"{""amount"": 29.67312627694237, ""outcome"": null}",2025-11-30T09:04:54.816319+00:00,False,2025-11-30T09:04:54.816464+00:00
170,86,TradeExecuted,0x0d75f90a5504,2,,0x06d12b,"{""amount"": 2.6645685070873, ""outcome"": ""NO""}",2025-11-30T09:04:54.817811+00:00,False,2025-11-30T09:04:54.818007+00:00
171,87,TradeExecuted,0x038a680e1e16,0,32,0x0b9db4,"{""amount"": 21.869626815364168, ""outcome"": ""NO""}",2025-11-30T09:04:54.822439+00:00,False,2025-11-30T09:04:54.822564+00:00
172,87,MarketResolved,0x038a680e1e16,1,42,0x0edd8a,"{""amount"": 45.72977501350042, ""outcome"": null}",2025-11-30T09:04:54.823893+00:00,False,2025-11-30T09:04:54.824013+00:00
173,87,LiquidityAdded,0x038a680e1e16,2,34,0x04667d,"{""amount"": 88.5131538148273, ""outcome"": null}",2025-11-30T09:04:54.825783+00:00,False,2025-11-30T09:04:54.826003+00:00
174,88,LiquidityAdded,synthetic_market_16,0,44,0x0c853f,"{""amount"": 72.56241123652887, ""outcome"": null}",2025-11-30T09:04:54.832968+00:00,False,2025-11-30T09:04:54.833160+00:00
175,88,LiquidityAdded,synthetic_market_16,1,30,0x077852,"{""amount"": 9.28004548165218, ""outcome"": null}",2025-11-30T09:04:54.834765+00:00,False,2025-11-30T09:04:54.834898+00:00
176,88,MarketResolved,synthetic_market_16,2,44,0x0a3b33,"{""amount"": 65.4354731698221, ""outcome"": null}",2025-11-30T09:04:54.836750+00:00,False,2025-11-30T09:04:54.836896+00:00
177,89,LiquidityRemoved,0x0c2e9409e1b8,0,19,0x029c64,"{""amount"": 86.43852017485737, ""outcome"": null}",2025-11-30T09:04:54.840334+00:00,False,2025-11-30T09:04:54.840457+00:00
179,89,LiquidityAdded,0x0c2e9409e1b8,2,44,0x04fcb3,"{""amount"": 59.07243995685079, ""outcome"": null}",2025-11-30T09:04:54.843765+00:00,False,2025-11-30T09:04:54.843950+00:00
180,90,LiquidityRemoved,synthetic_market_29,0,,0x060207,"{""amount"": 98.04548620440843, ""outcome"": null}",2025-11-30T09:04:54.849035+00:00,False,2025-11-30T09:04:54.849156+00:00
181,90,MarketResolved,synthetic_market_29,1,44,0x04182a,"{""amount"": 15.499388808353507, ""outcome"": null}",2025-11-30T09:04:54.850489+00:00,False,2025-11-30T09:04:54.850599+00:00
182,90,LiquidityRemoved,synthetic_market_29,2,36,0x019173,"{""amount"": 96.5287527153145, ""outcome"": null}",2025-11-30T09:04:54.851754+00:00,False,2025-11-30T09:04:54.851862+00:00
183,91,LiquidityRemoved,0x0aed51064ff5,0,29,0x0cb240,"{""amount"": 40.93330718408638, ""outcome"": null}",2025-11-30T09:04:54.854916+00:00,False,2025-11-30T09:04:54.855036+00:00
184,91,MarketResolved,0x0aed51064ff5,1,19,0x0db733,"{""amount"": 1.3454871653663394, ""outcome"": null}",2025-11-30T09:04:54.856386+00:00,False,2025-11-30T09:04:54.856507+00:00
185,91,LiquidityRemoved,0x0aed51064ff5,2,30,0x032c38,"{""amount"": 23.892102434399746, ""outcome"": null}",2025-11-30T09:04:54.857812+00:00,False,2025-11-30T09:04:54.857928+00:00
186,92,LiquidityAdded,0x0aeab80acdfd,0,,0x057962,"{""amount"": 9.714755783367186, ""outcome"": null}",2025-11-30T09:04:54.864631+00:00,False,2025-11-30T09:04:54.864784+00:00
187,92,MarketResolved,0x0aeab80acdfd,1,31,0x0d5c46,"{""amount"": 43.55445027169125, ""outcome"": null}",2025-11-30T09:04:54.866131+00:00,False,2025-11-30T09:04:54.866327+00:00
188,92,TradeExecuted,0x0aeab80acdfd,2,19,0x04b7dc,"{""amount"": 99.66461288516548, ""outcome"": ""YES""}",2025-11-30T09:04:54.868197+00:00,False,2025-11-30T09:04:54.868350+00:00
189,93,LiquidityAdded,0x0deb8e094307,0,29,0x05db10,"{""amount"": 96.65031976086028, ""outcome"": null}",2025-11-30T09:04:54.871478+00:00,False,2025-11-30T09:04:54.871595+00:00
190,93,MarketResolved,0x0deb8e094307,1,37,0x096ef5,"{""amount"": 31.241474689909097, ""outcome"": null}",2025-11-30T09:04:54.872821+00:00,False,2025-11-30T09:04:54.872932+00:00
191,94,TradeExecuted,0x05df9106e641,0,25,0x0c091c,"{""amount"": 7.236809479537328, ""outcome"": ""NO""}",2025-11-30T09:04:54.876494+00:00,False,2025-11-30T09:04:54.876936+00:00
192,94,LiquidityAdded,0x05df9106e641,1,25,0x05f477,"{""amount"": 50.626910633891995, ""outcome"": null}",2025-11-30T09:04:54.879228+00:00,False,2025-11-30T09:04:54.879406+00:00
193,95,TradeExecuted,synthetic_market_17,0,,0x075b7c,"{""amount"": 74.45844372609598, ""outcome"": ""YES""}",2025-11-30T09:04:54.883049+00:00,False,2025-11-30T09:04:54.883179+00:00
194,95,TradeExecuted,synthetic_market_17,1,40,0x0aa9e1,"{""amount"": 91.87972740280573, ""outcome"": ""NO""}",2025-11-30T09:04:54.884411+00:00,False,2025-11-30T09:04:54.884558+00:00
195,95,MarketResolved,synthetic_market_17,2,,0x01a938,"{""amount"": 68.978884297013, ""outcome"": null}",2025-11-30T09:04:54.887692+00:00,False,2025-11-30T09:04:54.887855+00:00
196,96,LiquidityAdded,0x0cd41e04f2f9,0,20,0x06fb33,"{""amount"": 30.729435151630632, ""outcome"": null}",2025-11-30T09:04:54.891320+00:00,False,2025-11-30T09:04:54.891446+00:00
197,96,LiquidityAdded,0x0cd41e04f2f9,1,,0x0db019,"{""amount"": 50.608887505514225, ""outcome"": null}",2025-11-30T09:04:54.893354+00:00,False,2025-11-30T09:04:54.893631+00:00
198,97,LiquidityAdded,0x03575c08e8b7,0,,0x08441f,"{""amount"": 1.2831978785306306, ""outcome"": null}",2025-11-30T09:04:54.899289+00:00,False,2025-11-30T09:04:54.899437+00:00
199,97,LiquidityRemoved,0x03575c08e8b7,1,37,0x0d7739,"{""amount"": 95.69565460418453, ""outcome"": null}",2025-11-30T09:04:54.900974+00:00,False,2025-11-30T09:04:54.901131+00:00
200,97,MarketResolved,0x03575c08e8b7,2,,0x01ea55,"{""amount"": 81.60829546262023, ""outcome"": null}",2025-11-30T09:04:54.902370+00:00,False,2025-11-30T09:04:54.902530+00:00
201,98,LiquidityRemoved,0x03670404165b,0,42,0x0bb537,"{""amount"": 55.90160980458725, ""outcome"": null}",2025-11-30T09:04:54.906018+00:00,False,2025-11-30T09:04:54.906153+00:00
203,98,TradeExecuted,0x03670404165b,2,32,0x0b3639,"{""amount"": 45.96890778888722, ""outcome"": ""YES""}",2025-11-30T09:04:54.908788+00:00,False,2025-11-30T09:04:54.908904+00:00
204,99,LiquidityRemoved,0x0cab6c0a2b40,0,,0x04bb1f,"{""amount"": 99.18891651806366, ""outcome"": null}",2025-11-30T09:04:54.914863+00:00,False,2025-11-30T09:04:54.914990+00:00
205,100,LiquidityRemoved,0x01eaab0243ea,0,38,0x0ebd66,"{""amount"": 64.80037154730023, ""outcome"": null}",2025-11-30T09:04:54.919985+00:00,False,2025-11-30T09:04:54.920165+00:00
206,100,MarketResolved,0x01eaab0243ea,1,37,0x0c119f,"{""amount"": 56.020027246968866, ""outcome"": null}",2025-11-30T09:04:54.921567+00:00,False,2025-11-30T09:04:54.921698+00:00
207,100,MarketResolved,0x01eaab0243ea,2,,0x08f621,"{""amount"": 62.292115201827144, ""outcome"": null}",2025-11-30T09:04:54.923038+00:00,False,2025-11-30T09:04:54.923163+00:00
208,101,LiquidityRemoved,synthetic_market_21,0,23,0x09da89,"{""amount"": 40.62156938116478, ""outcome"": null}",2025-11-30T09:04:54.928275+00:00,False,2025-11-30T09:04:54.928632+00:00
209,101,LiquidityAdded,synthetic_market_21,1,32,0x0cd8b9,"{""amount"": 79.31240885982838, ""outcome"": null}",2025-11-30T09:04:54.930785+00:00,False,2025-11-30T09:04:54.930958+00:00
210,101,MarketResolved,synthetic_market_21,2,26,0x032780,"{""amount"": 3.8871474558251764, ""outcome"": null}",2025-11-30T09:04:54.932986+00:00,False,2025-11-30T09:04:54.933160+00:00
211,102,LiquidityRemoved,0x0dfcf9092812,0,22,0x024ec6,"{""amount"": 51.11800281347508, ""outcome"": null}",2025-11-30T09:04:54.937502+00:00,False,2025-11-30T09:04:54.937655+00:00
212,102,TradeExecuted,0x0dfcf9092812,1,36,0x0196b5,"{""amount"": 53.34449553565353, ""outcome"": ""YES""}",2025-11-30T09:04:54.938845+00:00,False,2025-11-30T09:04:54.938977+00:00
213,103,LiquidityRemoved,0x02f6d304b325,0,28,0x01c054,"{""amount"": 5.060970320767061, ""outcome"": null}",2025-11-30T09:04:54.944367+00:00,False,2025-11-30T09:04:54.944618+00:00
214,104,MarketResolved,0x05b3f609e0cc,0,44,0x0efdfd,"{""amount"": 42.13005462519775, ""outcome"": null}",2025-11-30T09:04:54.949218+00:00,False,2025-11-30T09:04:54.949352+00:00
215,105,TradeExecuted,0x055f200b6a54,0,44,0x09ae58,"{""amount"": 27.48633947165021, ""outcome"": ""NO""}",2025-11-30T09:04:54.952708+00:00,False,2025-11-30T09:04:54.952834+00:00
216,105,MarketResolved,0x055f200b6a54,1,34,0x0bdfc5,"{""amount"": 88.2378523800185, ""outcome"": null}",2025-11-30T09:04:54.954276+00:00,False,2025-11-30T09:04:54.954394+00:00
218,106,TradeExecuted,0x05124807ff0d,0,24,0x096230,"{""amount"": 41.18254555931596, ""outcome"": ""NO""}",2025-11-30T09:04:54.962331+00:00,False,2025-11-30T09:04:54.962668+00:00
219,106,MarketResolved,0x05124807ff0d,1,28,0x02eb3b,"{""amount"": 83.0043415415478, ""outcome"": null}",2025-11-30T09:04:54.965302+00:00,False,2025-11-30T09:04:54.965482+00:00
220,107,TradeExecuted,0x07a3e60c3d6d,0,20,0x0ab5db,"{""amount"": 92.99673522160592, ""outcome"": ""YES""}",2025-11-30T09:04:54.971807+00:00,False,2025-11-30T09:04:54.971980+00:00
221,108,LiquidityAdded,0x0abaa30aeb7b,0,,0x05e741,"{""amount"": 19.575452884163926, ""outcome"": null}",2025-11-30T09:04:54.977468+00:00,False,2025-11-30T09:04:54.977778+00:00
222,108,TradeExecuted,0x0abaa30aeb7b,1,,0x02a48b,"{""amount"": 19.80104336832504, ""outcome"": ""NO""}",2025-11-30T09:04:54.980273+00:00,False,2025-11-30T09:04:54.980521+00:00
223,108,MarketResolved,0x0abaa30aeb7b,2,33,0x049504,"{""amount"": 8.203770891046796, ""outcome"": null}",2025-11-30T09:04:54.982723+00:00,False,2025-11-30T09:04:54.982953+00:00
224,109,LiquidityRemoved,0x025bf7072010,0,,0x033452,"{""amount"": 99.03372644413484, ""outcome"": null}",2025-11-30T09:04:54.988792+00:00,False,2025-11-30T09:04:54.988956+00:00
225,109,LiquidityAdded,0x025bf7072010,1,26,0x0c28fb,"{""amount"": 91.33905326750664, ""outcome"": null}",2025-11-30T09:04:54.990534+00:00,False,2025-11-30T09:04:54.990826+00:00
226,109,LiquidityRemoved,0x025bf7072010,2,30,0x09297d,"{""amount"": 44.727085676024615, ""outcome"": null}",2025-11-30T09:04:54.992563+00:00,False,2025-11-30T09:04:54.992863+00:00
229,111,MarketResolved,0x0a44480d3ac0,0,34,0x0d8c11,"{""amount"": 47.83878755408109, ""outcome"": null}",2025-11-30T09:04:55.009032+00:00,False,2025-11-30T09:04:55.009586+00:00
230,111,TradeExecuted,0x0a44480d3ac0,1,34,0x0da069,"{""amount"": 93.37997891948311, ""outcome"": ""NO""}",2025-11-30T09:04:55.012784+00:00,False,2025-11-30T09:04:55.013027+00:00
231,112,MarketResolved,0x0e6e00063f86,0,,0x086401,"{""amount"": 11.568350998915202, ""outcome"": null}",2025-11-30T09:04:55.018494+00:00,False,2025-11-30T09:04:55.018741+00:00
232,112,LiquidityAdded,0x0e6e00063f86,1,,0x0c3e78,"{""amount"": 32.26188798043428, ""outcome"": null}",2025-11-30T09:04:55.020474+00:00,False,2025-11-30T09:04:55.020644+00:00
233,113,TradeExecuted,0x08f4430cbe3c,0,,0x02430d,"{""amount"": 91.43461722912181, ""outcome"": ""YES""}",2025-11-30T09:04:55.025661+00:00,False,2025-11-30T09:04:55.026804+00:00
234,113,LiquidityRemoved,0x08f4430cbe3c,1,36,0x05595d,"{""amount"": 40.31721654156693, ""outcome"": null}",2025-11-30T09:04:55.029966+00:00,False,2025-11-30T09:04:55.030152+00:00
235,114,LiquidityRemoved,0x0e10c104383c,0,37,0x09255a,"{""amount"": 40.39998361985593, ""outcome"": null}",2025-11-30T09:04:55.036201+00:00,False,2025-11-30T09:04:55.036421+00:00
236,114,TradeExecuted,0x0e10c104383c,1,19,0x0e8d78,"{""amount"": 50.36542659354059, ""outcome"": ""YES""}",2025-11-30T09:04:55.038006+00:00,False,2025-11-30T09:04:55.038120+00:00
238,115,LiquidityRemoved,0x0c79ec061fba,0,36,0x026bfd,"{""amount"": 12.782290582366057, ""outcome"": null}",2025-11-30T09:04:55.046603+00:00,False,2025-11-30T09:04:55.046909+00:00
239,115,LiquidityAdded,0x0c79ec061fba,1,36,0x01b388,"{""amount"": 49.52900709495031, ""outcome"": null}",2025-11-30T09:04:55.048925+00:00,False,2025-11-30T09:04:55.049070+00:00
240,116,LiquidityAdded,synthetic_market_23,0,44,0x09e0c3,"{""amount"": 19.590498525457644, ""outcome"": null}",2025-11-30T09:04:55.052553+00:00,False,2025-11-30T09:04:55.052670+00:00
241,116,LiquidityRemoved,synthetic_market_23,1,,0x0d9d4c,"{""amount"": 27.30310295004839, ""outcome"": null}",2025-11-30T09:04:55.054003+00:00,False,2025-11-30T09:04:55.054133+00:00
242,117,LiquidityRemoved,synthetic_market_6,0,,0x06b0ec,"{""amount"": 57.53886767910767, ""outcome"": null}",2025-11-30T09:04:55.058258+00:00,False,2025-11-30T09:04:55.058462+00:00
243,117,TradeExecuted,synthetic_market_6,1,23,0x072b0d,"{""amount"": 2.6844763071133855, ""outcome"": ""YES""}",2025-11-30T09:04:55.062090+00:00,False,2025-11-30T09:04:55.062271+00:00
244,117,LiquidityAdded,synthetic_market_6,2,,0x03806c,"{""amount"": 15.760928042525311, ""outcome"": null}",2025-11-30T09:04:55.064401+00:00,False,2025-11-30T09:04:55.064553+00:00
245,118,TradeExecuted,synthetic_market_3,0,,0x0eb21d,"{""amount"": 16.758743691193544, ""outcome"": ""NO""}",2025-11-30T09:04:55.068879+00:00,False,2025-11-30T09:04:55.069007+00:00
246,118,LiquidityAdded,synthetic_market_3,1,,0x06c74f,"{""amount"": 51.03399208832711, ""outcome"": null}",2025-11-30T09:04:55.070504+00:00,False,2025-11-30T09:04:55.070652+00:00
247,118,TradeExecuted,synthetic_market_3,2,34,0x079b1c,"{""amount"": 32.71838976949475, ""outcome"": ""NO""}",2025-11-30T09:04:55.072007+00:00,False,2025-11-30T09:04:55.072117+00:00
248,119,LiquidityAdded,0x030aac0c9aef,0,20,0x01e69f,"{""amount"": 26.554954814358993, ""outcome"": null}",2025-11-30T09:04:55.075204+00:00,False,2025-11-30T09:04:55.075375+00:00
249,119,LiquidityRemoved,0x030aac0c9aef,1,33,0x04bb1d,"{""amount"": 61.312154097826415, ""outcome"": null}",2025-11-30T09:04:55.078417+00:00,False,2025-11-30T09:04:55.078604+00:00
250,120,MarketResolved,0x0b7b630a1265,0,42,0x06a62f,"{""amount"": 93.37583122241963, ""outcome"": null}",2025-11-30T09:04:55.082733+00:00,False,2025-11-30T09:04:55.082858+00:00
251,121,TradeExecuted,synthetic_market_20,0,15,0x07d6b6,"{""amount"": 49.72942442665498, ""outcome"": ""NO""}",2025-11-30T09:04:55.087746+00:00,False,2025-11-30T09:04:55.087885+00:00
252,121,LiquidityRemoved,synthetic_market_20,1,,0x05d08d,"{""amount"": 4.056922371109647, ""outcome"": null}",2025-11-30T09:04:55.089441+00:00,False,2025-11-30T09:04:55.089574+00:00
253,121,LiquidityAdded,synthetic_market_20,2,41,0x04f9a9,"{""amount"": 63.63768165388308, ""outcome"": null}",2025-11-30T09:04:55.090996+00:00,False,2025-11-30T09:04:55.091123+00:00
254,122,LiquidityAdded,0x0479c7025910,0,22,0x09daa6,"{""amount"": 32.883277387660996, ""outcome"": null}",2025-11-30T09:04:55.097684+00:00,False,2025-11-30T09:04:55.097871+00:00
255,123,LiquidityRemoved,synthetic_market_27,0,19,0x0cefd5,"{""amount"": 95.1531948270042, ""outcome"": null}",2025-11-30T09:04:55.102578+00:00,False,2025-11-30T09:04:55.102753+00:00
256,123,LiquidityRemoved,synthetic_market_27,1,32,0x04362e,"{""amount"": 35.901740040319496, ""outcome"": null}",2025-11-30T09:04:55.104186+00:00,False,2025-11-30T09:04:55.104312+00:00
257,124,LiquidityRemoved,0x0399ff03d637,0,38,0x037e68,"{""amount"": 95.40268692777846, ""outcome"": null}",2025-11-30T09:04:55.110562+00:00,False,2025-11-30T09:04:55.110941+00:00
258,124,MarketResolved,0x0399ff03d637,1,27,0x0527d1,"{""amount"": 61.27678489710408, ""outcome"": null}",2025-11-30T09:04:55.113292+00:00,False,2025-11-30T09:04:55.113466+00:00
259,125,TradeExecuted,0x03da2c0a2e8a,0,18,0x0e86ae,"{""amount"": 85.75038204431348, ""outcome"": ""NO""}",2025-11-30T09:04:55.118156+00:00,False,2025-11-30T09:04:55.118291+00:00
260,125,LiquidityAdded,0x03da2c0a2e8a,1,28,0x0a18e6,"{""amount"": 17.41844777632575, ""outcome"": null}",2025-11-30T09:04:55.120837+00:00,False,2025-11-30T09:04:55.120985+00:00
262,126,TradeExecuted,0x07e6bd06c72f,0,21,0x01b0a3,"{""amount"": 6.07047880834088, ""outcome"": ""YES""}",2025-11-30T09:04:55.128395+00:00,False,2025-11-30T09:04:55.128797+00:00
263,126,TradeExecuted,0x07e6bd06c72f,1,27,0x0676a4,"{""amount"": 25.897292897632305, ""outcome"": ""NO""}",2025-11-30T09:04:55.132145+00:00,False,2025-11-30T09:04:55.132319+00:00
265,127,LiquidityRemoved,0x0a8f430d9d6a,1,35,0x0a1ad3,"{""amount"": 73.94611223543002, ""outcome"": null}",2025-11-30T09:04:55.140073+00:00,False,2025-11-30T09:04:55.140207+00:00
267,128,TradeExecuted,synthetic_market_24,0,,0x039a0b,"{""amount"": 90.7436588932238, ""outcome"": ""YES""}",2025-11-30T09:04:55.148129+00:00,False,2025-11-30T09:04:55.148283+00:00
268,128,MarketResolved,synthetic_market_24,1,,0x055c12,"{""amount"": 81.51664870286601, ""outcome"": null}",2025-11-30T09:04:55.149957+00:00,False,2025-11-30T09:04:55.150094+00:00
269,128,LiquidityAdded,synthetic_market_24,2,,0x01a0b2,"{""amount"": 53.9039131743375, ""outcome"": null}",2025-11-30T09:04:55.151737+00:00,False,2025-11-30T09:04:55.151857+00:00
271,129,LiquidityAdded,0x0751640ad8b0,1,30,0x0af5ae,"{""amount"": 29.61033031177229, ""outcome"": null}",2025-11-30T09:04:55.157725+00:00,False,2025-11-30T09:04:55.157870+00:00
273,130,TradeExecuted,0x0a1057079b24,0,,0x09db42,"{""amount"": 83.17974443784452, ""outcome"": ""NO""}",2025-11-30T09:04:55.166194+00:00,False,2025-11-30T09:04:55.166409+00:00
274,131,LiquidityAdded,0x0dea7003e301,0,20,0x0a7042,"{""amount"": 55.382246538738094, ""outcome"": null}",2025-11-30T09:04:55.171796+00:00,False,2025-11-30T09:04:55.171933+00:00
275,132,TradeExecuted,synthetic_market_22,0,32,0x0d8308,"{""amount"": 88.31710049410874, ""outcome"": ""NO""}",2025-11-30T09:04:55.176502+00:00,False,2025-11-30T09:04:55.176765+00:00
276,132,LiquidityRemoved,synthetic_market_22,1,28,0x07197c,"{""amount"": 16.792206844466488, ""outcome"": null}",2025-11-30T09:04:55.179587+00:00,False,2025-11-30T09:04:55.179819+00:00
277,133,LiquidityAdded,0x061dd204e388,0,,0x01acad,"{""amount"": 17.393720600031568, ""outcome"": null}",2025-11-30T09:04:55.183594+00:00,False,2025-11-30T09:04:55.183715+00:00
278,133,LiquidityRemoved,0x061dd204e388,1,,0x084270,"{""amount"": 61.83239442872354, ""outcome"": null}",2025-11-30T09:04:55.185309+00:00,False,2025-11-30T09:04:55.185429+00:00
279,133,TradeExecuted,0x061dd204e388,2,,0x03be9e,"{""amount"": 64.60801885927174, ""outcome"": ""NO""}",2025-11-30T09:04:55.187681+00:00,False,2025-11-30T09:04:55.187825+00:00
280,134,LiquidityRemoved,synthetic_market_25,0,20,0x0abca7,"{""amount"": 3.0395478021818088, ""outcome"": null}",2025-11-30T09:04:55.191572+00:00,False,2025-11-30T09:04:55.191698+00:00
281,134,TradeExecuted,synthetic_market_25,1,44,0x0608cc,"{""amount"": 7.6579333907255345, ""outcome"": ""YES""}",2025-11-30T09:04:55.194809+00:00,False,2025-11-30T09:04:55.195029+00:00
282,134,LiquidityAdded,synthetic_market_25,2,,0x0c7630,"{""amount"": 8.075320989018245, ""outcome"": null}",2025-11-30T09:04:55.197976+00:00,False,2025-11-30T09:04:55.198153+00:00
283,135,LiquidityRemoved,0x0305e20d4277,0,39,0x06f2bc,"{""amount"": 5.574473914617004, ""outcome"": null}",2025-11-30T09:04:55.204018+00:00,False,2025-11-30T09:04:55.204165+00:00
284,135,LiquidityAdded,0x0305e20d4277,1,42,0x01af3e,"{""amount"": 84.3905600148991, ""outcome"": null}",2025-11-30T09:04:55.205500+00:00,False,2025-11-30T09:04:55.205640+00:00
285,136,LiquidityAdded,synthetic_market_19,0,33,0x039d9c,"{""amount"": 27.061082228986415, ""outcome"": null}",2025-11-30T09:04:55.212563+00:00,False,2025-11-30T09:04:55.212750+00:00
286,136,TradeExecuted,synthetic_market_19,1,,0x060013,"{""amount"": 96.1037858090523, ""outcome"": ""YES""}",2025-11-30T09:04:55.214863+00:00,False,2025-11-30T09:04:55.215017+00:00
287,137,LiquidityAdded,synthetic_market_10,0,21,0x072aa5,"{""amount"": 42.50318091557894, ""outcome"": null}",2025-11-30T09:04:55.219885+00:00,False,2025-11-30T09:04:55.220038+00:00
288,138,LiquidityRemoved,0x0bd8ec0c19ea,0,36,0x0288f6,"{""amount"": 80.71365380204479, ""outcome"": null}",2025-11-30T09:04:55.224772+00:00,False,2025-11-30T09:04:55.224917+00:00
289,139,MarketResolved,0x059c710c3201,0,,0x0518fb,"{""amount"": 73.5540849744588, ""outcome"": null}",2025-11-30T09:04:55.231765+00:00,False,2025-11-30T09:04:55.231921+00:00
290,140,LiquidityAdded,0x0c209107eee0,0,,0x044bd2,"{""amount"": 5.917057797939972, ""outcome"": null}",2025-11-30T09:04:55.236482+00:00,False,2025-11-30T09:04:55.236655+00:00
291,140,MarketResolved,0x0c209107eee0,1,15,0x0b5d6c,"{""amount"": 3.551842071108295, ""outcome"": null}",2025-11-30T09:04:55.238273+00:00,False,2025-11-30T09:04:55.238411+00:00
292,141,TradeExecuted,synthetic_market_1,0,24,0x0c1f50,"{""amount"": 54.461438215215004, ""outcome"": ""NO""}",2025-11-30T09:04:55.245388+00:00,False,2025-11-30T09:04:55.245572+00:00
293,141,LiquidityAdded,synthetic_market_1,1,28,0x0a1bb2,"{""amount"": 94.64496632335951, ""outcome"": null}",2025-11-30T09:04:55.247355+00:00,False,2025-11-30T09:04:55.247510+00:00
294,142,LiquidityRemoved,0x07a5860b70f5,0,,0x055829,"{""amount"": 63.054463981748086, ""outcome"": null}",2025-11-30T09:04:55.251109+00:00,False,2025-11-30T09:04:55.251225+00:00
295,143,MarketResolved,synthetic_market_7,0,26,0x0af17a,"{""amount"": 52.55034208914448, ""outcome"": null}",2025-11-30T09:04:55.254869+00:00,False,2025-11-30T09:04:55.255021+00:00
298,144,TradeExecuted,0x05022e029c14,2,29,0x05bac4,"{""amount"": 49.70967899010889, ""outcome"": ""YES""}",2025-11-30T09:04:55.266474+00:00,False,2025-11-30T09:04:55.266681+00:00
299,145,MarketResolved,synthetic_market_12,0,36,0x0869a2,"{""amount"": 39.90656740921812, ""outcome"": null}",2025-11-30T09:04:55.272382+00:00,False,2025-11-30T09:04:55.272550+00:00
300,145,LiquidityRemoved,synthetic_market_12,1,34,0x09f01f,"{""amount"": 66.05525202427391, ""outcome"": null}",2025-11-30T09:04:55.274473+00:00,False,2025-11-30T09:04:55.274608+00:00
